tripid,hhid,persid,starthour,startime,arrhour,arrtime,triptime,cumdist,trippurp,dayType,mainmode,totalvehs,homelga,weekly_hhinc_group,annual_hhinc_group,hhpoststratweight,trippoststratweight
Y24H6240416P01T06,Y24H6240416,Y24H6240416P01,18,1112,19,1164,52,72.65824,Recreational,Weekday,Private,1.0,Banyule (C),18.0,18.0,329.9813185,245.500113822
Y24H6240416P02T01,Y24H6240416,Y24H6240416P02,9,563,9,570,7,3.4786,Recreational,Weekday,Private,1.0,Banyule (C),18.0,18.0,329.9813185,304.575454165
Y24H6240416P02T02,Y24H6240416,Y24H6240416P02,9,574,9,581,7,3.4786,Recreational,Weekday,Private,1.0,Banyule (C),18.0,18.0,329.9813185,304.575454165
Y24H6240416P02T03,Y24H6240416,Y24H6240416P02,18,1116,19,1146,30,18.49617,Work,Weekday,Private,1.0,Banyule (C),18.0,18.0,329.9813185,304.575454165
Y24H6240416P02T04,Y24H6240416,Y24H6240416P02,21,1290,21,1318,28,18.49617,Work,Weekday,Private,1.0,Banyule (C),18.0,18.0,329.9813185,304.575454165
Y24H6240416P03T01,Y24H6240416,Y24H6240416P03,11,660,11,680,20,8.6957,Recreational,Weekday,Private,1.0,Banyule (C),18.0,18.0,329.9813185,339.957023537
Y24H6240416P03T02,Y24H6240416,Y24H6240416P03,11,690,11,700,10,0.3739,Recreational,Weekday,Active,1.0,Banyule (C),18.0,18.0,329.9813185,339.957023537
Y24H6240416P03T03,Y24H6240416,Y24H6240416P03,12,720,12,740,20,8.71362,Recreational,Weekday,Private,1.0,Banyule (C),18.0,18.0,329.9813185,339.957023537
Y24H6240416P03T04,Y24H6240416,Y24H6240416P03,18,1090,18,1108,18,17.00825,Recreational,Weekday,Private,1.0,Banyule (C),18.0,18.0,329.9813185,339.957023537
Y24H6240416P03T05,Y24H6240416,Y24H6240416P03,18,1112,19,1164,52,72.65824,Recreational,Weekday,Private,1.0,Banyule (C),18.0,18.0,329.9813185,339.957023537
Y24H6240416P04T01,Y24H6240416,Y24H6240416P04,9,549,9,551,2,1.21599,Recreational,Weekday,Private,1.0,Banyule (C),18.0,18.0,329.9813185,339.321907394
Y24H6240416P04T02,Y24H6240416,Y24H6240416P04,9,561,9,564,3,1.21599,Recreational,Weekday,Private,1.0,Banyule (C),18.0,18.0,329.9813185,339.321907394
Y24H6240416P04T03,Y24H6240416,Y24H6240416P04,11,660,11,680,20,8.6957,Recreational,Weekday,Private,1.0,Banyule (C),18.0,18.0,329.9813185,339.321907394
Y24H6240416P04T04,Y24H6240416,Y24H6240416P04,11,690,11,700,10,0.3739,Recreational,Weekday,Active,1.0,Banyule (C),18.0,18.0,329.9813185,339.321907394
Y24H6240416P04T05,Y24H6240416,Y24H6240416P04,12,720,12,740,20,8.71362,Recreational,Weekday,Private,1.0,Banyule (C),18.0,18.0,329.9813185,339.321907394
Y24H6240416P04T06,Y24H6240416,Y24H6240416P04,18,1090,18,1108,18,17.00825,Recreational,Weekday,Private,1.0,Banyule (C),18.0,18.0,329.9813185,339.321907394
Y24H6240416P04T07,Y24H6240416,Y24H6240416P04,18,1112,19,1164,52,72.65824,Recreational,Weekday,Private,1.0,Banyule (C),18.0,18.0,329.9813185,339.321907394
Y24H6240417P01T01,Y24H6240417,Y24H6240417P01,11,695,11,715,20,6.85465,Recreational,Weekday,Private,2.0,Banyule (C),11.0,11.0,490.7378878,235.891931014
Y24H6240417P01T02,Y24H6240417,Y24H6240417P01,12,770,12,775,5,0.11372,Recreational,Weekday,Active,2.0,Banyule (C),11.0,11.0,490.7378878,235.891931014
Y24H6240417P01T03,Y24H6240417,Y24H6240417P01,13,810,14,840,30,6.96834,Recreational,Weekday,Private,2.0,Banyule (C),11.0,11.0,490.7378878,235.891931014
Y24H6240417P01T04,Y24H6240417,Y24H6240417P01,14,855,14,875,20,11.83004,Recreational,Weekday,Private,2.0,Banyule (C),11.0,11.0,490.7378878,235.891931014
Y24H6240417P01T05,Y24H6240417,Y24H6240417P01,15,910,15,925,15,9.03606,Recreational,Weekday,Private,2.0,Banyule (C),11.0,11.0,490.7378878,235.891931014
Y24H6240417P01T06,Y24H6240417,Y24H6240417P01,15,940,16,960,20,5.6721,Recreational,Weekday,Private,2.0,Banyule (C),11.0,11.0,490.7378878,235.891931014
Y24H6240417P01T07,Y24H6240417,Y24H6240417P01,17,1050,17,1070,20,2.29401,Recreational,Weekday,Active,2.0,Banyule (C),11.0,11.0,490.7378878,235.891931014
Y24H6240417P01T08,Y24H6240417,Y24H6240417P01,17,1070,18,1095,25,2.29401,Recreational,Weekday,Active,2.0,Banyule (C),11.0,11.0,490.7378878,235.891931014
Y24H6240417P02T01,Y24H6240417,Y24H6240417P02,14,855,14,875,20,11.83003,Recreational,Weekday,Private,2.0,Banyule (C),11.0,11.0,490.7378878,714.273619146
Y24H6240417P02T02,Y24H6240417,Y24H6240417P02,15,910,15,925,15,9.03602,Recreational,Weekday,Private,2.0,Banyule (C),11.0,11.0,490.7378878,714.273619146
Y24H6240417P02T03,Y24H6240417,Y24H6240417P02,15,940,16,960,20,5.6721,Recreational,Weekday,Private,2.0,Banyule (C),11.0,11.0,490.7378878,714.273619146
Y24H6240417P03T01,Y24H6240417,Y24H6240417P03,11,695,11,715,20,6.85462,Work,Weekday,Private,2.0,Banyule (C),11.0,11.0,490.7378878,513.531772102
Y24H6240417P03T02,Y24H6240417,Y24H6240417P03,12,770,12,775,5,0.11372,Recreational,Weekday,Active,2.0,Banyule (C),11.0,11.0,490.7378878,513.531772102
Y24H6240417P03T03,Y24H6240417,Y24H6240417P03,13,810,14,840,30,6.96834,Recreational,Weekday,Private,2.0,Banyule (C),11.0,11.0,490.7378878,513.531772102
Y24H6240418P01T01,Y24H6240418,Y24H6240418P01,17,1020,18,1080,60,26.11731,Recreational,Weekday,Private,2.0,Banyule (C),15.0,15.0,359.6710243,467.672791106
Y24H6240418P01T02,Y24H6240418,Y24H6240418P01,21,1290,22,1350,60,26.11726,Recreational,Weekday,Private,2.0,Banyule (C),15.0,15.0,359.6710243,467.672791106
Y24H6240418P02T01,Y24H6240418,Y24H6240418P02,11,690,15,930,240,Missing,Other,Weekday,Private,2.0,Banyule (C),15.0,15.0,359.6710243,526.40537385
Y24H6240418P02T02,Y24H6240418,Y24H6240418P02,17,1020,18,1080,60,26.11726,Recreational,Weekday,Private,2.0,Banyule (C),15.0,15.0,359.6710243,526.40537385
Y24H6240418P02T03,Y24H6240418,Y24H6240418P02,21,1290,22,1350,60,26.11726,Recreational,Weekday,Private,2.0,Banyule (C),15.0,15.0,359.6710243,526.40537385
Y24H6240418P03T01,Y24H6240418,Y24H6240418P03,8,525,10,600,75,26.92712,Work,Weekday,Private,2.0,Banyule (C),15.0,15.0,359.6710243,393.470682671
Y24H6240418P03T02,Y24H6240418,Y24H6240418P03,21,1260,22,1350,90,26.92712,Work,Weekday,Private,2.0,Banyule (C),15.0,15.0,359.6710243,393.470682671
Y24H6240418P04T01,Y24H6240418,Y24H6240418P04,11,690,15,930,240,Missing,Other,Weekday,Private,2.0,Banyule (C),15.0,15.0,359.6710243,374.87921226
Y24H6240426P01T01,Y24H6240426,Y24H6240426P01,4,281,4,293,12,10.90368,Work,Weekday,Private,7.0,Banyule (C),13.0,13.0,1902.252423,2045.488084721
Y24H6240426P01T02,Y24H6240426,Y24H6240426P01,14,882,15,927,45,15.78076,Recreational,Weekday,Private,7.0,Banyule (C),13.0,13.0,1902.252423,2045.488084721
Y24H6240426P01T03,Y24H6240426,Y24H6240426P01,15,932,15,953,21,11.15473,Recreational,Weekday,Private,7.0,Banyule (C),13.0,13.0,1902.252423,2045.488084721
Y24H6240426P02T01,Y24H6240426,Y24H6240426P02,5,345,6,375,30,14.69301,Work,Weekday,Private,7.0,Banyule (C),13.0,13.0,1902.252423,1643.258094579
Y24H6240426P02T02,Y24H6240426,Y24H6240426P02,6,390,8,525,135,236.7908,Work,Weekday,Private,7.0,Banyule (C),13.0,13.0,1902.252423,1643.258094579
Y24H6240426P02T03,Y24H6240426,Y24H6240426P02,10,645,11,690,45,68.5827,Work,Weekday,Private,7.0,Banyule (C),13.0,13.0,1902.252423,1643.258094579
Y24H6240426P02T04,Y24H6240426,Y24H6240426P02,13,810,14,855,45,68.5827,Work,Weekday,Private,7.0,Banyule (C),13.0,13.0,1902.252423,1643.258094579
Y24H6240426P02T05,Y24H6240426,Y24H6240426P02,14,870,16,990,120,236.7908,Work,Weekday,Private,7.0,Banyule (C),13.0,13.0,1902.252423,1643.258094579
Y24H6240426P02T06,Y24H6240426,Y24H6240426P02,16,1005,17,1050,45,14.69301,Work,Weekday,Private,7.0,Banyule (C),13.0,13.0,1902.252423,1643.258094579
Y24H6240429P01T01,Y24H6240429,Y24H6240429P01,9,540,9,570,30,7.09897,Recreational,Weekday,Private,1.0,Banyule (C),5.0,5.0,478.9726388,270.085179727
Y24H6240429P01T02,Y24H6240429,Y24H6240429P01,12,735,12,765,30,7.09897,Recreational,Weekday,Private,1.0,Banyule (C),5.0,5.0,478.9726388,270.085179727
Y24H6240431P01T01,Y24H6240431,Y24H6240431P01,6,375,8,480,105,109.99069,Work,Weekday,Private,2.0,Banyule (C),15.0,15.0,374.8423797,282.484725211
Y24H6240431P01T02,Y24H6240431,Y24H6240431P01,12,720,12,730,10,13.69171,Recreational,Weekday,Private,2.0,Banyule (C),15.0,15.0,374.8423797,282.484725211
Y24H6240431P01T03,Y24H6240431,Y24H6240431P01,12,765,12,775,10,13.69171,Work,Weekday,Private,2.0,Banyule (C),15.0,15.0,374.8423797,282.484725211
Y24H6240431P01T04,Y24H6240431,Y24H6240431P01,16,990,18,1080,90,109.99057,Work,Weekday,Private,2.0,Banyule (C),15.0,15.0,374.8423797,282.484725211
Y24H6240431P02T01,Y24H6240431,Y24H6240431P02,6,360,6,378,18,11.57621,Work,Weekday,Private,2.0,Banyule (C),15.0,15.0,374.8423797,409.086236024
Y24H6240431P02T02,Y24H6240431,Y24H6240431P02,7,432,7,455,23,11.57621,Work,Weekday,Private,2.0,Banyule (C),15.0,15.0,374.8423797,409.086236024
Y24H6240431P02T03,Y24H6240431,Y24H6240431P02,9,550,9,569,19,11.57621,Work,Weekday,Private,2.0,Banyule (C),15.0,15.0,374.8423797,409.086236024
Y24H6240431P02T04,Y24H6240431,Y24H6240431P02,11,666,11,670,4,0.78442,Recreational,Weekday,Private,2.0,Banyule (C),15.0,15.0,374.8423797,409.086236024
Y24H6240431P02T05,Y24H6240431,Y24H6240431P02,13,812,13,830,18,12.24014,Recreational,Weekday,Private,2.0,Banyule (C),15.0,15.0,374.8423797,409.086236024
Y24H6240431P02T06,Y24H6240431,Y24H6240431P02,17,1021,17,1067,46,9.53056,Work,Weekday,Private,2.0,Banyule (C),15.0,15.0,374.8423797,409.086236024
Y24H6240431P02T07,Y24H6240431,Y24H6240431P02,20,1225,20,1238,13,9.53056,Work,Weekday,Private,2.0,Banyule (C),15.0,15.0,374.8423797,409.086236024
Y24H6240431P03T01,Y24H6240431,Y24H6240431P03,16,960,16,980,20,5.48431,Recreational,Weekday,Private,2.0,Banyule (C),15.0,15.0,374.8423797,364.867913699
Y24H6240431P03T02,Y24H6240431,Y24H6240431P03,18,1125,19,1140,15,5.48431,Recreational,Weekday,Private,2.0,Banyule (C),15.0,15.0,374.8423797,364.867913699
Y24H6240432P01T01,Y24H6240432,Y24H6240432P01,12,740,12,750,10,2.44363,Work,Weekday,Private,1.0,Banyule (C),8.0,8.0,517.9711984,292.075857506
Y24H6240432P01T02,Y24H6240432,Y24H6240432P01,13,780,13,790,10,0.44784,Recreational,Weekday,Active,1.0,Banyule (C),8.0,8.0,517.9711984,292.075857506
Y24H6240432P01T03,Y24H6240432,Y24H6240432P01,13,805,13,815,10,2.89147,Recreational,Weekday,Private,1.0,Banyule (C),8.0,8.0,517.9711984,292.075857506
Y24H6240432P01T04,Y24H6240432,Y24H6240432P01,13,825,13,830,5,0.648,Work,Weekday,Private,1.0,Banyule (C),8.0,8.0,517.9711984,292.075857506
Y24H6240432P01T05,Y24H6240432,Y24H6240432P01,14,841,14,859,18,7.13384,Recreational,Weekday,Private,1.0,Banyule (C),8.0,8.0,517.9711984,292.075857506
Y24H6240432P01T06,Y24H6240432,Y24H6240432P01,14,870,15,920,50,13.36473,Work,Weekday,Public,1.0,Banyule (C),8.0,8.0,517.9711984,292.075857506
Y24H6240432P01T07,Y24H6240432,Y24H6240432P01,15,925,15,935,10,1.1992,Recreational,Weekday,Active,1.0,Banyule (C),8.0,8.0,517.9711984,292.075857506
Y24H6240432P01T08,Y24H6240432,Y24H6240432P01,15,945,15,955,10,1.19906,Recreational,Weekday,Active,1.0,Banyule (C),8.0,8.0,517.9711984,292.075857506
Y24H6240432P01T09,Y24H6240432,Y24H6240432P01,16,970,16,980,10,1.03473,Recreational,Weekday,Active,1.0,Banyule (C),8.0,8.0,517.9711984,292.075857506
Y24H6240432P01T10,Y24H6240432,Y24H6240432P01,16,985,16,990,5,0.19591,Recreational,Weekday,Active,1.0,Banyule (C),8.0,8.0,517.9711984,292.075857506
Y24H6240432P01T11,Y24H6240432,Y24H6240432P01,16,1000,16,1010,10,1.08812,Work,Weekday,Active,1.0,Banyule (C),8.0,8.0,517.9711984,292.075857506
Y24H6240432P01T12,Y24H6240432,Y24H6240432P01,16,1015,17,1025,10,0.46956,Recreational,Weekday,Active,1.0,Banyule (C),8.0,8.0,517.9711984,292.075857506
Y24H6240432P01T13,Y24H6240432,Y24H6240432P01,17,1028,17,1040,12,1.0323,Work,Weekday,Active,1.0,Banyule (C),8.0,8.0,517.9711984,292.075857506
Y24H6240432P01T14,Y24H6240432,Y24H6240432P01,17,1050,18,1113,63,22.12858,Work,Weekday,Public,1.0,Banyule (C),8.0,8.0,517.9711984,292.075857506
Y24H6240433P01T01,Y24H6240433,Y24H6240433P01,11,664,11,673,9,2.41359,Recreational,Weekday,Private,2.0,Banyule (C),12.0,12.0,528.3592216,541.934879684
Y24H6240433P01T02,Y24H6240433,Y24H6240433P01,12,768,12,773,5,2.41359,Recreational,Weekday,Private,2.0,Banyule (C),12.0,12.0,528.3592216,541.934879684
Y24H6240433P01T03,Y24H6240433,Y24H6240433P01,15,927,15,938,11,0.5708,Recreational,Weekday,Active,2.0,Banyule (C),12.0,12.0,528.3592216,541.934879684
Y24H6240433P01T04,Y24H6240433,Y24H6240433P01,15,938,15,950,12,0.5708,Recreational,Weekday,Active,2.0,Banyule (C),12.0,12.0,528.3592216,541.934879684
Y24H6240433P01T05,Y24H6240433,Y24H6240433P01,18,1082,18,1088,6,2.03445,Recreational,Weekday,Private,2.0,Banyule (C),12.0,12.0,528.3592216,541.934879684
Y24H6240433P01T06,Y24H6240433,Y24H6240433P01,18,1096,18,1100,4,2.03445,Recreational,Weekday,Private,2.0,Banyule (C),12.0,12.0,528.3592216,541.934879684
Y24H6240433P01T07,Y24H6240433,Y24H6240433P01,18,1103,18,1106,3,0.72141,Recreational,Weekday,Private,2.0,Banyule (C),12.0,12.0,528.3592216,541.934879684
Y24H6240433P01T08,Y24H6240433,Y24H6240433P01,18,1119,18,1123,4,0.72141,Recreational,Weekday,Private,2.0,Banyule (C),12.0,12.0,528.3592216,541.934879684
Y24H6240433P02T01,Y24H6240433,Y24H6240433P02,5,330,6,360,30,29.24334,Other,Weekday,Hired,2.0,Banyule (C),12.0,12.0,528.3592216,640.545537355
Y24H6240437P01T01,Y24H6240437,Y24H6240437P01,8,480,8,495,15,6.00506,Recreational,Weekday,Private,1.0,Banyule (C),14.0,14.0,505.1959768,387.730526163
Y24H6240437P01T02,Y24H6240437,Y24H6240437P01,8,497,8,510,13,6.00503,Recreational,Weekday,Private,1.0,Banyule (C),14.0,14.0,505.1959768,387.730526163
Y24H6240437P01T03,Y24H6240437,Y24H6240437P01,16,1010,17,1030,20,6.00503,Recreational,Weekday,Private,1.0,Banyule (C),14.0,14.0,505.1959768,387.730526163
Y24H6240437P01T04,Y24H6240437,Y24H6240437P01,17,1035,17,1050,15,6.00503,Recreational,Weekday,Private,1.0,Banyule (C),14.0,14.0,505.1959768,387.730526163
Y24H6240437P02T01,Y24H6240437,Y24H6240437P02,8,480,8,495,15,6.00506,Recreational,Weekday,Private,1.0,Banyule (C),14.0,14.0,505.1959768,671.164480284
Y24H6240437P02T02,Y24H6240437,Y24H6240437P02,17,1035,17,1050,15,6.00503,Recreational,Weekday,Private,1.0,Banyule (C),14.0,14.0,505.1959768,671.164480284
Y24H6240440P01T01,Y24H6240440,Y24H6240440P01,8,506,8,535,29,16.10024,Work,Weekday,Private,2.0,Banyule (C),14.0,14.0,381.9763587,371.193657699
Y24H6240440P01T02,Y24H6240440,Y24H6240440P01,16,993,16,1005,12,6.98152,Recreational,Weekday,Private,2.0,Banyule (C),14.0,14.0,381.9763587,371.193657699
Y24H6240440P01T03,Y24H6240440,Y24H6240440P01,19,1144,19,1167,23,17.45083,Recreational,Weekday,Private,2.0,Banyule (C),14.0,14.0,381.9763587,371.193657699
Y24H6240440P02T01,Y24H6240440,Y24H6240440P02,9,570,9,575,5,0.68519,Recreational,Weekday,Private,2.0,Banyule (C),14.0,14.0,381.9763587,520.913224872
Y24H6240440P02T02,Y24H6240440,Y24H6240440P02,9,580,9,582,2,0.1285,Work,Weekday,Private,2.0,Banyule (C),14.0,14.0,381.9763587,520.913224872
Y24H6240440P02T03,Y24H6240440,Y24H6240440P02,10,645,10,650,5,0.65289,Work,Weekday,Private,2.0,Banyule (C),14.0,14.0,381.9763587,520.913224872
Y24H6240440P03T01,Y24H6240440,Y24H6240440P03,9,570,9,575,5,0.68519,Recreational,Weekday,Private,2.0,Banyule (C),14.0,14.0,381.9763587,491.44619309
Y24H6240440P03T02,Y24H6240440,Y24H6240440P03,9,580,9,582,2,0.1285,Work,Weekday,Private,2.0,Banyule (C),14.0,14.0,381.9763587,491.44619309
Y24H6240440P03T03,Y24H6240440,Y24H6240440P03,10,645,10,650,5,0.65289,Work,Weekday,Private,2.0,Banyule (C),14.0,14.0,381.9763587,491.44619309
Y24H6240440P05T01,Y24H6240440,Y24H6240440P05,9,570,9,575,5,0.68519,Recreational,Weekday,Private,2.0,Banyule (C),14.0,14.0,381.9763587,572.442511456
Y24H6240440P05T02,Y24H6240440,Y24H6240440P05,9,580,9,582,2,0.1285,Recreational,Weekday,Private,2.0,Banyule (C),14.0,14.0,381.9763587,572.442511456
Y24H6240440P05T03,Y24H6240440,Y24H6240440P05,10,645,10,650,5,0.65289,Recreational,Weekday,Private,2.0,Banyule (C),14.0,14.0,381.9763587,572.442511456
Y24H6240441P01T01,Y24H6240441,Y24H6240441P01,6,400,7,456,56,15.67438,Work,Weekend,Public,0.0,Banyule (C),8.0,8.0,725.1961465,656.212737682
Y24H6240441P01T02,Y24H6240441,Y24H6240441P01,18,1120,19,1196,76,15.67438,Work,Weekend,Public,0.0,Banyule (C),8.0,8.0,725.1961465,656.212737682
Y24H6250101P01T01,Y24H6250101,Y24H6250101P01,8,510,8,518,8,0.62836,Recreational,Weekday,Active,2.0,Frankston (C),14.0,14.0,798.467673,917.007806592
Y24H6250101P01T02,Y24H6250101,Y24H6250101P01,9,540,9,548,8,0.62836,Recreational,Weekday,Active,2.0,Frankston (C),14.0,14.0,798.467673,917.007806592
Y24H6250101P01T03,Y24H6250101,Y24H6250101P01,9,570,9,575,5,3.3159,Recreational,Weekday,Private,2.0,Frankston (C),14.0,14.0,798.467673,917.007806592
Y24H6250101P01T04,Y24H6250101,Y24H6250101P01,10,645,10,650,5,3.3159,Recreational,Weekday,Private,2.0,Frankston (C),14.0,14.0,798.467673,917.007806592
Y24H6250101P01T05,Y24H6250101,Y24H6250101P01,15,920,15,928,8,0.62836,Recreational,Weekday,Active,2.0,Frankston (C),14.0,14.0,798.467673,917.007806592
Y24H6250101P01T06,Y24H6250101,Y24H6250101P01,15,940,15,948,8,0.62836,Recreational,Weekday,Active,2.0,Frankston (C),14.0,14.0,798.467673,917.007806592
Y24H6250101P02T01,Y24H6250101,Y24H6250101P02,5,310,6,360,50,46.70588,Work,Weekday,Private,2.0,Frankston (C),14.0,14.0,798.467673,741.446664112
Y24H6250101P02T02,Y24H6250101,Y24H6250101P02,18,1110,20,1200,90,46.70596,Work,Weekday,Private,2.0,Frankston (C),14.0,14.0,798.467673,741.446664112
Y24H6250101P03T01,Y24H6250101,Y24H6250101P03,8,510,8,518,8,0.62836,Education,Weekday,Active,2.0,Frankston (C),14.0,14.0,798.467673,856.462310936
Y24H6250101P03T02,Y24H6250101,Y24H6250101P03,15,940,15,948,8,0.62836,Education,Weekday,Active,2.0,Frankston (C),14.0,14.0,798.467673,856.462310936
Y24H6250101P04T01,Y24H6250101,Y24H6250101P04,8,510,8,518,8,0.62836,Recreational,Weekday,Active,2.0,Frankston (C),14.0,14.0,798.467673,975.046629916
Y24H6250101P04T02,Y24H6250101,Y24H6250101P04,9,540,9,548,8,0.62836,Recreational,Weekday,Active,2.0,Frankston (C),14.0,14.0,798.467673,975.046629916
Y24H6250101P04T03,Y24H6250101,Y24H6250101P04,9,570,9,575,5,3.3159,Recreational,Weekday,Private,2.0,Frankston (C),14.0,14.0,798.467673,975.046629916
Y24H6250101P04T04,Y24H6250101,Y24H6250101P04,10,645,10,650,5,3.3159,Recreational,Weekday,Private,2.0,Frankston (C),14.0,14.0,798.467673,975.046629916
Y24H6250101P04T05,Y24H6250101,Y24H6250101P04,15,920,15,928,8,0.62836,Recreational,Weekday,Active,2.0,Frankston (C),14.0,14.0,798.467673,975.046629916
Y24H6250101P04T06,Y24H6250101,Y24H6250101P04,15,940,15,948,8,0.62836,Recreational,Weekday,Active,2.0,Frankston (C),14.0,14.0,798.467673,975.046629916
Y24H6250101P05T01,Y24H6250101,Y24H6250101P05,8,510,8,518,8,0.62836,Recreational,Weekday,Active,2.0,Frankston (C),14.0,14.0,798.467673,969.796309667
Y24H6250101P05T02,Y24H6250101,Y24H6250101P05,9,540,9,548,8,0.62836,Recreational,Weekday,Active,2.0,Frankston (C),14.0,14.0,798.467673,969.796309667
Y24H6250101P05T03,Y24H6250101,Y24H6250101P05,9,570,9,575,5,3.3159,Recreational,Weekday,Private,2.0,Frankston (C),14.0,14.0,798.467673,969.796309667
Y24H6250101P05T04,Y24H6250101,Y24H6250101P05,10,645,10,650,5,3.3159,Recreational,Weekday,Private,2.0,Frankston (C),14.0,14.0,798.467673,969.796309667
Y24H6250101P05T05,Y24H6250101,Y24H6250101P05,15,920,15,928,8,0.62836,Recreational,Weekday,Active,2.0,Frankston (C),14.0,14.0,798.467673,969.796309667
Y24H6250101P05T06,Y24H6250101,Y24H6250101P05,15,940,15,948,8,0.62836,Recreational,Weekday,Active,2.0,Frankston (C),14.0,14.0,798.467673,969.796309667
Y24H6250102P01T01,Y24H6250102,Y24H6250102P01,18,1106,18,1107,1,0.39253,Recreational,Weekday,Private,2.0,Frankston (C),7.0,7.0,840.9481941,820.698244137
Y24H6250102P01T02,Y24H6250102,Y24H6250102P01,18,1111,18,1112,1,0.39253,Recreational,Weekday,Private,2.0,Frankston (C),7.0,7.0,840.9481941,820.698244137
Y24H6250102P02T01,Y24H6250102,Y24H6250102P02,18,1106,18,1107,1,0.39253,Recreational,Weekday,Private,2.0,Frankston (C),7.0,7.0,840.9481941,1175.584173559
Y24H6250102P02T02,Y24H6250102,Y24H6250102P02,18,1111,18,1112,1,0.39253,Recreational,Weekday,Private,2.0,Frankston (C),7.0,7.0,840.9481941,1175.584173559
Y24H6250103P01T01,Y24H6250103,Y24H6250103P01,13,800,13,805,5,2.54205,Recreational,Weekday,Private,2.0,Frankston (C),15.0,15.0,864.4211766,1029.08879384
Y24H6250103P01T02,Y24H6250103,Y24H6250103P01,14,870,14,880,10,4.35296,Recreational,Weekday,Private,2.0,Frankston (C),15.0,15.0,864.4211766,1029.08879384
Y24H6250103P01T03,Y24H6250103,Y24H6250103P01,15,900,15,910,10,2.54205,Recreational,Weekday,Private,2.0,Frankston (C),15.0,15.0,864.4211766,1029.08879384
Y24H6250103P01T04,Y24H6250103,Y24H6250103P01,15,910,15,920,10,6.86998,Recreational,Weekday,Private,2.0,Frankston (C),15.0,15.0,864.4211766,1029.08879384
Y24H6250103P01T05,Y24H6250103,Y24H6250103P01,15,930,15,950,20,25.63124,Work,Weekday,Private,2.0,Frankston (C),15.0,15.0,864.4211766,1029.08879384
Y24H6250103P01T06,Y24H6250103,Y24H6250103P01,25,1545,26,1575,30,25.63124,Work,Weekday,Private,2.0,Frankston (C),15.0,15.0,864.4211766,1029.08879384
Y24H6250103P02T01,Y24H6250103,Y24H6250103P02,8,525,9,540,15,9.02032,Work,Weekday,Private,2.0,Frankston (C),15.0,15.0,864.4211766,982.594149553
Y24H6250103P02T02,Y24H6250103,Y24H6250103P02,9,585,10,600,15,9.02032,Work,Weekday,Private,2.0,Frankston (C),15.0,15.0,864.4211766,982.594149553
Y24H6250103P02T03,Y24H6250103,Y24H6250103P02,10,605,10,610,5,1.75782,Recreational,Weekday,Private,2.0,Frankston (C),15.0,15.0,864.4211766,982.594149553
Y24H6250103P02T04,Y24H6250103,Y24H6250103P02,10,630,10,635,5,1.75777,Recreational,Weekday,Private,2.0,Frankston (C),15.0,15.0,864.4211766,982.594149553
Y24H6250103P02T05,Y24H6250103,Y24H6250103P02,13,800,13,805,5,2.54205,Recreational,Weekday,Private,2.0,Frankston (C),15.0,15.0,864.4211766,982.594149553
Y24H6250103P02T06,Y24H6250103,Y24H6250103P02,15,910,15,920,10,2.54205,Recreational,Weekday,Private,2.0,Frankston (C),15.0,15.0,864.4211766,982.594149553
Y24H6250103P02T07,Y24H6250103,Y24H6250103P02,17,1020,17,1035,15,10.42983,Recreational,Weekday,Private,2.0,Frankston (C),15.0,15.0,864.4211766,982.594149553
Y24H6250103P02T08,Y24H6250103,Y24H6250103P02,19,1140,19,1155,15,10.42979,Recreational,Weekday,Private,2.0,Frankston (C),15.0,15.0,864.4211766,982.594149553
