tripid,hhid,persid,starthour,startime,arrhour,arrtime,triptime,cumdist,trippurp,dayType,mainmode,totalvehs,homelga,weekly_hhinc_group,annual_hhinc_group,hhpoststratweight,trippoststratweight
Y24H6020313P02T09,Y24H6020313,Y24H6020313P02,15,949,15,956,7,2.37837,Recreational,Weekend,Private,2.0,Glen Eira (C),9.0,9.0,479.6517697,524.788347083
Y24H6020313P02T10,Y24H6020313,Y24H6020313P02,15,959,16,963,4,2.37837,Work,Weekend,Private,2.0,Glen Eira (C),9.0,9.0,479.6517697,524.788347083
Y24H6020313P02T11,Y24H6020313,Y24H6020313P02,16,990,16,1010,20,1.19838,Work,Weekend,Active,2.0,Glen Eira (C),9.0,9.0,479.6517697,524.788347083
Y24H6020313P02T12,Y24H6020313,Y24H6020313P02,17,1031,17,1040,9,5.38533,Recreational,Weekend,Private,2.0,Glen Eira (C),9.0,9.0,479.6517697,524.788347083
Y24H6020313P02T13,Y24H6020313,Y24H6020313P02,17,1043,17,1061,18,4.53242,Recreational,Weekend,Private,2.0,Glen Eira (C),9.0,9.0,479.6517697,524.788347083
Y24H6020313P02T14,Y24H6020313,Y24H6020313P02,20,1210,20,1215,5,0.08301,Recreational,Weekend,Active,2.0,Glen Eira (C),9.0,9.0,479.6517697,524.788347083
Y24H6020313P02T15,Y24H6020313,Y24H6020313P02,21,1276,21,1282,6,0.35575,Recreational,Weekend,Active,2.0,Glen Eira (C),9.0,9.0,479.6517697,524.788347083
Y24H6020313P02T16,Y24H6020313,Y24H6020313P02,21,1285,21,1313,28,4.93306,Recreational,Weekend,Private,2.0,Glen Eira (C),9.0,9.0,479.6517697,524.788347083
Y24H6020313P02T17,Y24H6020313,Y24H6020313P02,22,1333,22,1340,7,1.46905,Recreational,Weekend,Private,2.0,Glen Eira (C),9.0,9.0,479.6517697,524.788347083
Y24H6020313P02T18,Y24H6020313,Y24H6020313P02,22,1341,22,1350,9,5.38533,Recreational,Weekend,Private,2.0,Glen Eira (C),9.0,9.0,479.6517697,524.788347083
Y24H6020314P01T01,Y24H6020314,Y24H6020314P01,18,1090,18,1095,5,1.67132,Recreational,Weekend,Private,1.0,Glen Eira (C),12.0,12.0,436.1758301,396.682712331
Y24H6020314P01T02,Y24H6020314,Y24H6020314P01,19,1190,19,1194,4,1.67132,Recreational,Weekend,Private,1.0,Glen Eira (C),12.0,12.0,436.1758301,396.682712331
Y24H6020316P01T01,Y24H6020316,Y24H6020316P01,10,630,10,645,15,0.94677,Recreational,Weekday,Active,2.0,Glen Eira (C),14.0,14.0,476.6036673,507.55026274
Y24H6020316P01T02,Y24H6020316,Y24H6020316P01,10,645,11,660,15,0.94669,Recreational,Weekday,Active,2.0,Glen Eira (C),14.0,14.0,476.6036673,507.55026274
Y24H6020316P01T03,Y24H6020316,Y24H6020316P01,13,830,14,840,10,3.98323,Recreational,Weekday,Private,2.0,Glen Eira (C),14.0,14.0,476.6036673,507.55026274
Y24H6020316P01T04,Y24H6020316,Y24H6020316P01,14,885,15,900,15,3.98323,Recreational,Weekday,Private,2.0,Glen Eira (C),14.0,14.0,476.6036673,507.55026274
Y24H6020316P01T05,Y24H6020316,Y24H6020316P01,16,960,16,965,5,1.86132,Recreational,Weekday,Private,2.0,Glen Eira (C),14.0,14.0,476.6036673,507.55026274
Y24H6020316P01T06,Y24H6020316,Y24H6020316P01,18,1110,18,1115,5,1.86132,Recreational,Weekday,Private,2.0,Glen Eira (C),14.0,14.0,476.6036673,507.55026274
Y24H6020316P01T07,Y24H6020316,Y24H6020316P01,19,1190,20,1200,10,3.13235,Recreational,Weekday,Private,2.0,Glen Eira (C),14.0,14.0,476.6036673,507.55026274
Y24H6020316P01T08,Y24H6020316,Y24H6020316P01,22,1320,22,1330,10,3.13235,Recreational,Weekday,Private,2.0,Glen Eira (C),14.0,14.0,476.6036673,507.55026274
Y24H6020319P01T01,Y24H6020319,Y24H6020319P01,6,396,6,410,14,8.25879,Recreational,Weekday,Private,1.0,Glen Eira (C),3.0,3.0,407.6559478,397.323905253
Y24H6020319P01T02,Y24H6020319,Y24H6020319P01,7,469,7,476,7,3.44255,Recreational,Weekday,Private,1.0,Glen Eira (C),3.0,3.0,407.6559478,397.323905253
Y24H6020319P01T03,Y24H6020319,Y24H6020319P01,10,633,10,643,10,5.99275,Recreational,Weekday,Private,1.0,Glen Eira (C),3.0,3.0,407.6559478,397.323905253
Y24H6020319P01T04,Y24H6020319,Y24H6020319P01,10,647,12,767,120,72.81543,Recreational,Weekday,Private,1.0,Glen Eira (C),3.0,3.0,407.6559478,397.323905253
Y24H6020319P01T05,Y24H6020319,Y24H6020319P01,14,898,15,901,3,2.43961,Recreational,Weekday,Private,1.0,Glen Eira (C),3.0,3.0,407.6559478,397.323905253
Y24H6020319P01T06,Y24H6020319,Y24H6020319P01,15,956,16,962,6,2.43961,Work,Weekday,Private,1.0,Glen Eira (C),3.0,3.0,407.6559478,397.323905253
Y24H6020320P01T01,Y24H6020320,Y24H6020320P01,12,741,12,776,35,9.57539,Recreational,Weekend,Public,0.0,Glen Eira (C),10.0,10.0,429.1780742,390.318561488
Y24H6020320P01T02,Y24H6020320,Y24H6020320P01,17,1044,18,1080,36,9.57539,Recreational,Weekend,Public,0.0,Glen Eira (C),10.0,10.0,429.1780742,390.318561488
Y24H6020322P01T01,Y24H6020322,Y24H6020322P01,14,896,15,904,8,0.65387,Recreational,Weekday,Active,1.0,Yarra (C),11.0,11.0,500.7294778,386.751834491
Y24H6020322P01T02,Y24H6020322,Y24H6020322P01,17,1065,17,1071,6,0.65387,Recreational,Weekday,Active,1.0,Yarra (C),11.0,11.0,500.7294778,386.751834491
Y24H6020322P02T01,Y24H6020322,Y24H6020322P02,10,617,10,623,6,0.51418,Recreational,Weekday,Active,1.0,Yarra (C),11.0,11.0,500.7294778,497.76690566
Y24H6020322P02T02,Y24H6020322,Y24H6020322P02,11,704,11,707,3,0.24675,Recreational,Weekday,Active,1.0,Yarra (C),11.0,11.0,500.7294778,497.76690566
Y24H6020322P02T03,Y24H6020322,Y24H6020322P02,11,710,12,720,10,0.74658,Recreational,Weekday,Active,1.0,Yarra (C),11.0,11.0,500.7294778,497.76690566
Y24H6020322P02T04,Y24H6020322,Y24H6020322P02,14,896,15,904,8,0.65387,Recreational,Weekday,Active,1.0,Yarra (C),11.0,11.0,500.7294778,497.76690566
Y24H6020322P02T05,Y24H6020322,Y24H6020322P02,17,1065,17,1071,6,0.65387,Recreational,Weekday,Active,1.0,Yarra (C),11.0,11.0,500.7294778,497.76690566
Y24H6020325P01T01,Y24H6020325,Y24H6020325P01,6,365,6,368,3,0.5304,Recreational,Weekday,Private,1.0,Yarra (C),12.0,12.0,667.1929588,346.61971003
Y24H6020325P01T02,Y24H6020325,Y24H6020325P01,6,408,6,411,3,0.5304,Recreational,Weekday,Private,1.0,Yarra (C),12.0,12.0,667.1929588,346.61971003
Y24H6020325P01T03,Y24H6020325,Y24H6020325P01,6,417,7,422,5,0.31754,Work,Weekday,Active,1.0,Yarra (C),12.0,12.0,667.1929588,346.61971003
Y24H6020325P01T04,Y24H6020325,Y24H6020325P01,7,422,7,429,7,0.31754,Work,Weekday,Active,1.0,Yarra (C),12.0,12.0,667.1929588,346.61971003
Y24H6020325P01T05,Y24H6020325,Y24H6020325P01,7,469,8,524,55,26.12662,Work,Weekday,Private,1.0,Yarra (C),12.0,12.0,667.1929588,346.61971003
Y24H6020325P01T06,Y24H6020325,Y24H6020325P01,12,742,12,745,3,0.81339,Recreational,Weekday,Private,1.0,Yarra (C),12.0,12.0,667.1929588,346.61971003
Y24H6020325P01T07,Y24H6020325,Y24H6020325P01,12,776,12,778,2,0.81339,Work,Weekday,Private,1.0,Yarra (C),12.0,12.0,667.1929588,346.61971003
Y24H6020325P01T08,Y24H6020325,Y24H6020325P01,17,1038,18,1110,72,27.49274,Recreational,Weekday,Private,1.0,Yarra (C),12.0,12.0,667.1929588,346.61971003
Y24H6020325P01T09,Y24H6020325,Y24H6020325P01,18,1124,18,1134,10,1.41586,Recreational,Weekday,Private,1.0,Yarra (C),12.0,12.0,667.1929588,346.61971003
Y24H6020325P01T10,Y24H6020325,Y24H6020325P01,19,1143,19,1153,10,0.62115,Work,Weekday,Active,1.0,Yarra (C),12.0,12.0,667.1929588,346.61971003
Y24H6020325P01T11,Y24H6020325,Y24H6020325P01,19,1153,19,1163,10,0.62115,Work,Weekday,Active,1.0,Yarra (C),12.0,12.0,667.1929588,346.61971003
Y24H6020326P01T01,Y24H6020326,Y24H6020326P01,7,455,8,480,25,5.29995,Work,Weekday,Active,2.0,Yarra (C),16.0,16.0,852.6309462,516.363180656
Y24H6020326P01T02,Y24H6020326,Y24H6020326P01,14,840,14,865,25,5.29982,Work,Weekday,Active,2.0,Yarra (C),16.0,16.0,852.6309462,516.363180656
Y24H6020326P01T03,Y24H6020326,Y24H6020326P01,14,867,14,877,10,5.29689,Work,Weekday,Private,2.0,Yarra (C),16.0,16.0,852.6309462,516.363180656
Y24H6020326P01T04,Y24H6020326,Y24H6020326P01,14,891,15,903,12,5.57695,Recreational,Weekday,Private,2.0,Yarra (C),16.0,16.0,852.6309462,516.363180656
Y24H6020326P01T05,Y24H6020326,Y24H6020326P01,15,920,15,935,15,3.16868,Recreational,Weekday,Private,2.0,Yarra (C),16.0,16.0,852.6309462,516.363180656
Y24H6020326P02T01,Y24H6020326,Y24H6020326P02,13,810,13,825,15,5.84038,Recreational,Weekday,Private,2.0,Yarra (C),16.0,16.0,852.6309462,544.744181677
Y24H6020326P02T02,Y24H6020326,Y24H6020326P02,15,915,15,930,15,5.84041,Recreational,Weekday,Private,2.0,Yarra (C),16.0,16.0,852.6309462,544.744181677
Y24H6020326P02T03,Y24H6020326,Y24H6020326P02,17,1050,17,1065,15,0.42568,Recreational,Weekday,Active,2.0,Yarra (C),16.0,16.0,852.6309462,544.744181677
Y24H6020326P02T04,Y24H6020326,Y24H6020326P02,17,1066,18,1080,14,0.42568,Recreational,Weekday,Active,2.0,Yarra (C),16.0,16.0,852.6309462,544.744181677
Y24H6020327P01T01,Y24H6020327,Y24H6020327P01,8,524,8,536,12,0.38507,Recreational,Weekend,Active,2.0,Yarra (C),14.0,14.0,706.0117827,800.009966211
Y24H6020327P01T02,Y24H6020327,Y24H6020327P01,8,536,9,554,18,1.76781,Recreational,Weekend,Active,2.0,Yarra (C),14.0,14.0,706.0117827,800.009966211
Y24H6020327P01T03,Y24H6020327,Y24H6020327P01,9,554,9,559,5,1.41313,Work,Weekend,Active,2.0,Yarra (C),14.0,14.0,706.0117827,800.009966211
Y24H6020327P01T04,Y24H6020327,Y24H6020327P01,11,679,11,687,8,6.20721,Work,Weekend,Private,2.0,Yarra (C),14.0,14.0,706.0117827,800.009966211
Y24H6020327P01T05,Y24H6020327,Y24H6020327P01,11,703,11,711,8,6.20721,Work,Weekend,Private,2.0,Yarra (C),14.0,14.0,706.0117827,800.009966211
Y24H6020327P01T06,Y24H6020327,Y24H6020327P01,14,882,14,888,6,3.4553,Other,Weekend,Private,2.0,Yarra (C),14.0,14.0,706.0117827,800.009966211
Y24H6020327P01T07,Y24H6020327,Y24H6020327P01,14,895,14,898,3,0.56612,Recreational,Weekend,Private,2.0,Yarra (C),14.0,14.0,706.0117827,800.009966211
Y24H6020327P01T08,Y24H6020327,Y24H6020327P01,15,916,15,921,5,3.02362,Work,Weekend,Private,2.0,Yarra (C),14.0,14.0,706.0117827,800.009966211
Y24H6020328P01T01,Y24H6020328,Y24H6020328P01,6,390,6,410,20,5.52946,Recreational,Weekend,Private,1.0,Yarra (C),17.0,17.0,532.6512268,503.501838036
Y24H6020328P01T02,Y24H6020328,Y24H6020328P01,7,450,8,480,30,5.52946,Recreational,Weekend,Private,1.0,Yarra (C),17.0,17.0,532.6512268,503.501838036
Y24H6020328P01T03,Y24H6020328,Y24H6020328P01,14,855,14,870,15,5.52946,Recreational,Weekend,Private,1.0,Yarra (C),17.0,17.0,532.6512268,503.501838036
Y24H6020328P01T04,Y24H6020328,Y24H6020328P01,14,873,14,893,20,5.52946,Recreational,Weekend,Private,1.0,Yarra (C),17.0,17.0,532.6512268,503.501838036
Y24H6020328P02T01,Y24H6020328,Y24H6020328P02,6,390,6,410,20,5.52946,Recreational,Weekend,Private,1.0,Yarra (C),17.0,17.0,532.6512268,342.925013757
Y24H6020328P02T02,Y24H6020328,Y24H6020328P02,7,450,8,480,30,5.52946,Recreational,Weekend,Private,1.0,Yarra (C),17.0,17.0,532.6512268,342.925013757
Y24H6020328P02T03,Y24H6020328,Y24H6020328P02,9,585,10,600,15,6.07615,Recreational,Weekend,Private,1.0,Yarra (C),17.0,17.0,532.6512268,342.925013757
Y24H6020328P02T04,Y24H6020328,Y24H6020328P02,10,640,10,655,15,6.07615,Recreational,Weekend,Private,1.0,Yarra (C),17.0,17.0,532.6512268,342.925013757
Y24H6020328P02T05,Y24H6020328,Y24H6020328P02,15,900,15,915,15,4.64562,Recreational,Weekend,Private,1.0,Yarra (C),17.0,17.0,532.6512268,342.925013757
Y24H6020328P02T06,Y24H6020328,Y24H6020328P02,15,930,15,940,10,4.64562,Recreational,Weekend,Private,1.0,Yarra (C),17.0,17.0,532.6512268,342.925013757
Y24H6020328P03T01,Y24H6020328,Y24H6020328P03,15,900,15,910,10,4.49687,Recreational,Weekend,Private,1.0,Yarra (C),17.0,17.0,532.6512268,414.849028239
Y24H6020328P03T02,Y24H6020328,Y24H6020328P03,15,910,15,915,5,0.14875,Recreational,Weekend,Active,1.0,Yarra (C),17.0,17.0,532.6512268,414.849028239
Y24H6020328P03T03,Y24H6020328,Y24H6020328P03,15,930,15,935,5,0.14875,Recreational,Weekend,Active,1.0,Yarra (C),17.0,17.0,532.6512268,414.849028239
Y24H6020328P03T04,Y24H6020328,Y24H6020328P03,15,935,15,940,5,4.49687,Recreational,Weekend,Private,1.0,Yarra (C),17.0,17.0,532.6512268,414.849028239
Y24H6020328P04T01,Y24H6020328,Y24H6020328P04,6,390,6,410,20,5.52946,Recreational,Weekend,Private,1.0,Yarra (C),17.0,17.0,532.6512268,481.260167599
Y24H6020328P04T02,Y24H6020328,Y24H6020328P04,14,873,14,893,20,5.52946,Recreational,Weekend,Private,1.0,Yarra (C),17.0,17.0,532.6512268,481.260167599
Y24H6020329P01T01,Y24H6020329,Y24H6020329P01,14,870,17,1020,150,190.56334,Other,Weekday,Private,0.0,Yarra (C),15.0,15.0,491.1857773,314.788498659
Y24H6020329P01T02,Y24H6020329,Y24H6020329P01,18,1080,19,1140,60,6.31824,Recreational,Weekday,Hired,0.0,Yarra (C),15.0,15.0,491.1857773,314.788498659
Y24H6020329P01T03,Y24H6020329,Y24H6020329P01,21,1260,21,1280,20,6.31824,Recreational,Weekday,Hired,0.0,Yarra (C),15.0,15.0,491.1857773,314.788498659
Y24H6020329P02T01,Y24H6020329,Y24H6020329P02,14,870,17,1020,150,190.56334,Other,Weekday,Private,0.0,Yarra (C),15.0,15.0,491.1857773,187.607930537
Y24H6020329P02T02,Y24H6020329,Y24H6020329P02,18,1080,19,1140,60,6.31824,Recreational,Weekday,Hired,0.0,Yarra (C),15.0,15.0,491.1857773,187.607930537
Y24H6020329P02T03,Y24H6020329,Y24H6020329P02,21,1260,21,1280,20,6.31824,Recreational,Weekday,Hired,0.0,Yarra (C),15.0,15.0,491.1857773,187.607930537
Y24H6020330P01T01,Y24H6020330,Y24H6020330P01,13,780,13,795,15,0.94898,Recreational,Weekday,Active,3.0,Yarra (C),18.0,18.0,817.9201562,1038.844454573
Y24H6020330P01T02,Y24H6020330,Y24H6020330P01,13,800,13,815,15,0.94903,Recreational,Weekday,Active,3.0,Yarra (C),18.0,18.0,817.9201562,1038.844454573
Y24H6020330P01T03,Y24H6020330,Y24H6020330P01,17,1020,17,1050,30,0.90771,Recreational,Weekday,Active,3.0,Yarra (C),18.0,18.0,817.9201562,1038.844454573
Y24H6020330P01T04,Y24H6020330,Y24H6020330P01,17,1050,18,1080,30,0.90771,Recreational,Weekday,Active,3.0,Yarra (C),18.0,18.0,817.9201562,1038.844454573
Y24H6020330P02T01,Y24H6020330,Y24H6020330P02,8,502,8,526,24,6.13733,Work,Weekday,Private,3.0,Yarra (C),18.0,18.0,817.9201562,1031.777089337
Y24H6020330P02T02,Y24H6020330,Y24H6020330P02,9,596,10,600,4,0.15652,Recreational,Weekday,Active,3.0,Yarra (C),18.0,18.0,817.9201562,1031.777089337
Y24H6020330P02T03,Y24H6020330,Y24H6020330P02,10,610,10,614,4,0.15652,Work,Weekday,Active,3.0,Yarra (C),18.0,18.0,817.9201562,1031.777089337
Y24H6020330P02T04,Y24H6020330,Y24H6020330P02,17,1041,17,1066,25,6.13733,Work,Weekday,Private,3.0,Yarra (C),18.0,18.0,817.9201562,1031.777089337
Y24H6020330P02T05,Y24H6020330,Y24H6020330P02,17,1075,18,1092,17,3.18449,Recreational,Weekday,Private,3.0,Yarra (C),18.0,18.0,817.9201562,1031.777089337
Y24H6020330P02T06,Y24H6020330,Y24H6020330P02,18,1119,18,1128,9,0.57485,Recreational,Weekday,Active,3.0,Yarra (C),18.0,18.0,817.9201562,1031.777089337
Y24H6020330P02T07,Y24H6020330,Y24H6020330P02,20,1200,20,1216,16,3.60112,Recreational,Weekday,Hired,3.0,Yarra (C),18.0,18.0,817.9201562,1031.777089337
Y24H6020330P03T01,Y24H6020330,Y24H6020330P03,8,517,9,540,23,5.27365,Work,Weekday,Private,3.0,Yarra (C),18.0,18.0,817.9201562,1031.777089337
Y24H6020330P03T02,Y24H6020330,Y24H6020330P03,18,1085,18,1110,25,5.27365,Work,Weekday,Private,3.0,Yarra (C),18.0,18.0,817.9201562,1031.777089337
Y24H6020332P01T01,Y24H6020332,Y24H6020332P01,9,590,9,595,5,0.28668,Work,Weekday,Active,4.0,Yarra (C),13.0,13.0,950.2728015,717.86121268
Y24H6020332P01T02,Y24H6020332,Y24H6020332P01,10,645,10,650,5,0.28668,Work,Weekday,Active,4.0,Yarra (C),13.0,13.0,950.2728015,717.86121268
Y24H6020332P01T03,Y24H6020332,Y24H6020332P01,12,740,12,749,9,3.00348,Recreational,Weekday,Private,4.0,Yarra (C),13.0,13.0,950.2728015,717.86121268
Y24H6020332P01T04,Y24H6020332,Y24H6020332P01,13,782,13,792,10,3.03165,Recreational,Weekday,Private,4.0,Yarra (C),13.0,13.0,950.2728015,717.86121268
Y24H6020332P01T05,Y24H6020332,Y24H6020332P01,13,802,13,816,14,5.94331,Recreational,Weekday,Private,4.0,Yarra (C),13.0,13.0,950.2728015,717.86121268
Y24H6020332P01T06,Y24H6020332,Y24H6020332P01,14,851,14,868,17,5.53016,Work,Weekday,Private,4.0,Yarra (C),13.0,13.0,950.2728015,717.86121268
Y24H6020332P01T07,Y24H6020332,Y24H6020332P01,15,936,15,959,23,2.48466,Recreational,Weekday,Private,4.0,Yarra (C),13.0,13.0,950.2728015,717.86121268
Y24H6020332P01T08,Y24H6020332,Y24H6020332P01,16,976,16,998,22,6.70745,Recreational,Weekday,Private,4.0,Yarra (C),13.0,13.0,950.2728015,717.86121268
Y24H6020332P01T09,Y24H6020332,Y24H6020332P01,16,1003,16,1007,4,1.48182,Recreational,Weekday,Private,4.0,Yarra (C),13.0,13.0,950.2728015,717.86121268
Y24H6020332P02T01,Y24H6020332,Y24H6020332P02,11,697,12,739,42,2.01403,Recreational,Weekday,Active,4.0,Yarra (C),13.0,13.0,950.2728015,944.650500683
Y24H6020332P02T02,Y24H6020332,Y24H6020332P02,12,761,13,801,40,2.01394,Recreational,Weekday,Active,4.0,Yarra (C),13.0,13.0,950.2728015,944.650500683
Y24H6020332P02T03,Y24H6020332,Y24H6020332P02,16,993,16,996,3,0.8849,Recreational,Weekday,Private,4.0,Yarra (C),13.0,13.0,950.2728015,944.650500683
Y24H6020332P02T04,Y24H6020332,Y24H6020332P02,16,1005,16,1006,1,0.12986,Recreational,Weekday,Private,4.0,Yarra (C),13.0,13.0,950.2728015,944.650500683
Y24H6020332P02T05,Y24H6020332,Y24H6020332P02,17,1029,17,1036,7,0.98502,Recreational,Weekday,Private,4.0,Yarra (C),13.0,13.0,950.2728015,944.650500683
Y24H6020333P01T01,Y24H6020333,Y24H6020333P01,8,508,8,518,10,0.76975,Recreational,Weekday,Active,1.0,Yarra (C),18.0,18.0,497.8231844,522.056305536
Y24H6020333P01T02,Y24H6020333,Y24H6020333P01,8,520,8,530,10,0.76975,Recreational,Weekday,Active,1.0,Yarra (C),18.0,18.0,497.8231844,522.056305536
Y24H6020333P01T03,Y24H6020333,Y24H6020333P01,8,539,9,560,21,1.89929,Recreational,Weekday,Active,1.0,Yarra (C),18.0,18.0,497.8231844,522.056305536
Y24H6020333P01T04,Y24H6020333,Y24H6020333P01,9,560,9,581,21,1.89929,Recreational,Weekday,Active,1.0,Yarra (C),18.0,18.0,497.8231844,522.056305536
Y24H6020333P01T05,Y24H6020333,Y24H6020333P01,11,689,11,708,19,0.70186,Work,Weekday,Active,1.0,Yarra (C),18.0,18.0,497.8231844,522.056305536
Y24H6020333P01T06,Y24H6020333,Y24H6020333P01,11,708,12,724,16,0.70186,Work,Weekday,Active,1.0,Yarra (C),18.0,18.0,497.8231844,522.056305536
Y24H6020333P01T07,Y24H6020333,Y24H6020333P01,14,840,14,851,11,3.69637,Recreational,Weekday,Private,1.0,Yarra (C),18.0,18.0,497.8231844,522.056305536
Y24H6020333P01T08,Y24H6020333,Y24H6020333P01,14,880,14,889,9,3.69637,Recreational,Weekday,Private,1.0,Yarra (C),18.0,18.0,497.8231844,522.056305536
Y24H6020333P01T09,Y24H6020333,Y24H6020333P01,15,915,15,920,5,2.36571,Recreational,Weekday,Private,1.0,Yarra (C),18.0,18.0,497.8231844,522.056305536
Y24H6020333P01T10,Y24H6020333,Y24H6020333P01,16,960,16,965,5,2.36571,Recreational,Weekday,Private,1.0,Yarra (C),18.0,18.0,497.8231844,522.056305536
Y24H6020333P01T11,Y24H6020333,Y24H6020333P01,16,1018,17,1020,2,0.63275,Recreational,Weekday,Private,1.0,Yarra (C),18.0,18.0,497.8231844,522.056305536
Y24H6020333P01T12,Y24H6020333,Y24H6020333P01,20,1201,20,1209,8,0.63275,Recreational,Weekday,Private,1.0,Yarra (C),18.0,18.0,497.8231844,522.056305536
Y24H6020333P02T01,Y24H6020333,Y24H6020333P02,6,360,6,370,10,4.23841,Recreational,Weekday,Private,1.0,Yarra (C),18.0,18.0,497.8231844,608.568853389
Y24H6020333P02T02,Y24H6020333,Y24H6020333P02,7,427,7,436,9,4.23841,Recreational,Weekday,Private,1.0,Yarra (C),18.0,18.0,497.8231844,608.568853389
Y24H6020333P02T03,Y24H6020333,Y24H6020333P02,12,775,13,787,12,0.63305,Work,Weekday,Active,1.0,Yarra (C),18.0,18.0,497.8231844,608.568853389
Y24H6020333P02T04,Y24H6020333,Y24H6020333P02,13,787,13,796,9,0.63305,Work,Weekday,Active,1.0,Yarra (C),18.0,18.0,497.8231844,608.568853389
Y24H6020333P02T05,Y24H6020333,Y24H6020333P02,18,1088,18,1095,7,0.63305,Recreational,Weekday,Active,1.0,Yarra (C),18.0,18.0,497.8231844,608.568853389
Y24H6020333P02T06,Y24H6020333,Y24H6020333P02,20,1201,20,1209,8,0.63305,Recreational,Weekday,Private,1.0,Yarra (C),18.0,18.0,497.8231844,608.568853389
Y24H6020333P02T07,Y24H6020333,Y24H6020333P02,20,1216,20,1227,11,1.47642,Other,Weekday,Private,1.0,Yarra (C),18.0,18.0,497.8231844,608.568853389
Y24H6020333P03T01,Y24H6020333,Y24H6020333P03,7,428,7,437,9,0.63192,Work,Weekday,Active,1.0,Yarra (C),18.0,18.0,497.8231844,482.39384833
Y24H6020333P03T02,Y24H6020333,Y24H6020333P03,7,443,7,452,9,0.63192,Work,Weekday,Active,1.0,Yarra (C),18.0,18.0,497.8231844,482.39384833
Y24H6020333P03T03,Y24H6020333,Y24H6020333P03,8,485,8,510,25,5.33846,Education,Weekday,Active,1.0,Yarra (C),18.0,18.0,497.8231844,482.39384833
Y24H6020333P03T04,Y24H6020333,Y24H6020333P03,15,925,15,950,25,5.33846,Education,Weekday,Active,1.0,Yarra (C),18.0,18.0,497.8231844,482.39384833
Y24H6020333P03T05,Y24H6020333,Y24H6020333P03,16,1015,17,1020,5,0.63275,Recreational,Weekday,Private,1.0,Yarra (C),18.0,18.0,497.8231844,482.39384833
Y24H6020333P03T06,Y24H6020333,Y24H6020333P03,20,1200,20,1202,2,0.63275,Recreational,Weekday,Private,1.0,Yarra (C),18.0,18.0,497.8231844,482.39384833
Y24H6020333P04T01,Y24H6020333,Y24H6020333P04,8,508,8,518,10,0.76975,Education,Weekday,Active,1.0,Yarra (C),18.0,18.0,497.8231844,335.923967022
Y24H6020333P04T02,Y24H6020333,Y24H6020333P04,15,940,15,950,10,0.76975,Education,Weekday,Active,1.0,Yarra (C),18.0,18.0,497.8231844,335.923967022
Y24H6020333P04T03,Y24H6020333,Y24H6020333P04,16,1015,17,1020,5,0.63275,Recreational,Weekday,Private,1.0,Yarra (C),18.0,18.0,497.8231844,335.923967022
Y24H6020333P04T04,Y24H6020333,Y24H6020333P04,20,1200,20,1202,2,0.63275,Recreational,Weekday,Private,1.0,Yarra (C),18.0,18.0,497.8231844,335.923967022
Y24H6020337P01T01,Y24H6020337,Y24H6020337P01,17,1020,17,1030,10,4.48269,Recreational,Weekday,Private,2.0,Yarra (C),14.0,14.0,686.9143057,649.618363112
Y24H6020337P01T02,Y24H6020337,Y24H6020337P01,17,1030,17,1031,1,0.50669,Recreational,Weekday,Private,2.0,Yarra (C),14.0,14.0,686.9143057,649.618363112
Y24H6020337P01T03,Y24H6020337,Y24H6020337P01,18,1115,18,1117,2,0.50669,Recreational,Weekday,Private,2.0,Yarra (C),14.0,14.0,686.9143057,649.618363112
Y24H6020337P01T04,Y24H6020337,Y24H6020337P01,19,1155,19,1165,10,4.48269,Recreational,Weekday,Private,2.0,Yarra (C),14.0,14.0,686.9143057,649.618363112
Y24H6020337P02T01,Y24H6020337,Y24H6020337P02,8,488,8,505,17,4.70656,Work,Weekday,Public,2.0,Yarra (C),14.0,14.0,686.9143057,454.753184365
Y24H6020337P02T02,Y24H6020337,Y24H6020337P02,18,1138,19,1160,22,4.70652,Work,Weekday,Public,2.0,Yarra (C),14.0,14.0,686.9143057,454.753184365
Y24H6020337P03T01,Y24H6020337,Y24H6020337P03,7,460,8,485,25,6.88567,Education,Weekday,Public,2.0,Yarra (C),14.0,14.0,686.9143057,534.994979549
Y24H6020337P03T02,Y24H6020337,Y24H6020337P03,15,950,16,980,30,6.88567,Education,Weekday,Public,2.0,Yarra (C),14.0,14.0,686.9143057,534.994979549
Y24H6020337P03T03,Y24H6020337,Y24H6020337P03,17,1020,17,1030,10,4.48271,Recreational,Weekday,Private,2.0,Yarra (C),14.0,14.0,686.9143057,534.994979549
Y24H6020337P03T04,Y24H6020337,Y24H6020337P03,19,1155,19,1165,10,4.48271,Recreational,Weekday,Private,2.0,Yarra (C),14.0,14.0,686.9143057,534.994979549
Y24H6020338P01T01,Y24H6020338,Y24H6020338P01,10,600,10,610,10,1.42237,Work,Weekday,Active,1.0,Yarra (C),17.0,17.0,468.5404467,407.397865291
Y24H6020338P01T02,Y24H6020338,Y24H6020338P01,21,1260,21,1270,10,1.42237,Work,Weekday,Active,1.0,Yarra (C),17.0,17.0,468.5404467,407.397865291
Y24H6020338P02T01,Y24H6020338,Y24H6020338P02,7,420,7,435,15,2.99777,Work,Weekday,Private,1.0,Yarra (C),17.0,17.0,468.5404467,1507.474276575
Y24H6020338P02T02,Y24H6020338,Y24H6020338P02,9,540,10,630,90,75.32223,Recreational,Weekday,Private,1.0,Yarra (C),17.0,17.0,468.5404467,1507.474276575
