tripid,trippoststratweight,trippoststratweight_GROUP_1,trippoststratweight_GROUP_2,trippoststratweight_GROUP_3,trippoststratweight_GROUP_4,trippoststratweight_GROUP_5,trippoststratweight_GROUP_6,trippoststratweight_GROUP_7,trippoststratweight_GROUP_8,trippoststratweight_GROUP_9,trippoststratweight_GROUP_10
Y24H6200314P02T01,399.208147073,438.614167147,404.027806959,411.153020577,589.538580247,301.664012145,389.508763644,633.932937307,0.0,455.729293963,525.043053703
Y24H6200314P02T02,399.208147073,438.614167147,404.027806959,411.153020577,589.538580247,301.664012145,389.508763644,633.932937307,0.0,455.729293963,525.043053703
Y24H6200316P02T01,430.995366305,446.859065082,419.968957645,431.599831995,470.699596072,380.811371315,420.731799037,676.386494758,0.0,502.821066295,577.481183958
Y24H6200316P02T02,430.995366305,446.859065082,419.968957645,431.599831995,470.699596072,380.811371315,420.731799037,676.386494758,0.0,502.821066295,577.481183958
Y24H6200318P01T01,607.06343907,579.861678295,614.096235295,616.83050508,652.850585383,649.612686229,607.80296871,902.497855852,0.0,646.866622286,848.553118753
Y24H6200318P01T02,607.06343907,579.861678295,614.096235295,616.83050508,652.850585383,649.612686229,607.80296871,902.497855852,0.0,646.866622286,848.553118753
Y24H6200318P02T01,578.768841554,557.724827877,585.470363991,586.362008887,615.243462182,604.273087166,569.11386191,883.866305889,0.0,552.90951621,890.42694002
Y24H6200318P02T02,578.768841554,557.724827877,585.470363991,586.362008887,615.243462182,604.273087166,569.11386191,883.866305889,0.0,552.90951621,890.42694002
Y24H6200318P02T03,578.768841554,557.724827877,585.470363991,586.362008887,615.243462182,604.273087166,569.11386191,883.866305889,0.0,552.90951621,890.42694002
Y24H6200318P04T01,387.318722142,346.225576215,392.033714596,404.386958981,471.471620235,366.075590628,395.301063426,527.387455752,0.0,475.605767038,519.672012486
Y24H6200318P04T02,387.318722142,346.225576215,392.033714596,404.386958981,471.471620235,366.075590628,395.301063426,527.387455752,0.0,475.605767038,519.672012486
Y24H6200321P01T01,299.387786649,281.690328021,300.488714556,247.219728487,322.528447072,333.956218087,300.267785109,474.850646162,0.0,402.252285505,428.621503863
Y24H6200321P01T02,299.387786649,281.690328021,300.488714556,247.219728487,322.528447072,333.956218087,300.267785109,474.850646162,0.0,402.252285505,428.621503863
Y24H6200321P02T01,340.362798707,318.583851546,337.019048449,278.161017647,356.958266712,379.0481583,343.149852068,560.482352183,0.0,406.36660318,531.862689119
Y24H6200321P02T02,340.362798707,318.583851546,337.019048449,278.161017647,356.958266712,379.0481583,343.149852068,560.482352183,0.0,406.36660318,531.862689119
Y24H6200323P01T01,838.400396354,898.814213604,818.806335478,968.328724264,0.0,1105.302029582,886.113034235,968.696193934,1326.02491276,824.846214487,877.702847345
Y24H6200323P01T02,838.400396354,898.814213604,818.806335478,968.328724264,0.0,1105.302029582,886.113034235,968.696193934,1326.02491276,824.846214487,877.702847345
Y24H6200323P02T01,821.533894703,862.982410409,801.771226037,977.85737611,0.0,987.678052067,822.578223246,968.267593934,1401.82844056,836.450079339,877.322719524
Y24H6200323P02T02,821.533894703,862.982410409,801.771226037,977.85737611,0.0,987.678052067,822.578223246,968.267593934,1401.82844056,836.450079339,877.322719524
Y24H6200323P02T03,821.533894703,862.982410409,801.771226037,977.85737611,0.0,987.678052067,822.578223246,968.267593934,1401.82844056,836.450079339,877.322719524
Y24H6200323P02T04,821.533894703,862.982410409,801.771226037,977.85737611,0.0,987.678052067,822.578223246,968.267593934,1401.82844056,836.450079339,877.322719524
Y24H6200324P01T01,546.369852891,612.338178185,539.410838125,534.612235826,0.0,600.807635127,559.984837878,586.6294302,970.29262691,656.472249682,457.439995279
Y24H6200324P01T02,546.369852891,612.338178185,539.410838125,534.612235826,0.0,600.807635127,559.984837878,586.6294302,970.29262691,656.472249682,457.439995279
Y24H6200324P01T03,546.369852891,612.338178185,539.410838125,534.612235826,0.0,600.807635127,559.984837878,586.6294302,970.29262691,656.472249682,457.439995279
Y24H6200324P01T04,546.369852891,612.338178185,539.410838125,534.612235826,0.0,600.807635127,559.984837878,586.6294302,970.29262691,656.472249682,457.439995279
Y24H6200326P01T01,250.298320529,318.418454901,255.290136617,220.100838617,0.0,236.224300361,254.502912548,228.236946174,419.391783789,306.169523346,257.15892777
Y24H6200326P01T02,250.298320529,318.418454901,255.290136617,220.100838617,0.0,236.224300361,254.502912548,228.236946174,419.391783789,306.169523346,257.15892777
Y24H6200326P01T03,250.298320529,318.418454901,255.290136617,220.100838617,0.0,236.224300361,254.502912548,228.236946174,419.391783789,306.169523346,257.15892777
Y24H6200326P01T04,250.298320529,318.418454901,255.290136617,220.100838617,0.0,236.224300361,254.502912548,228.236946174,419.391783789,306.169523346,257.15892777
Y24H6200327P01T01,441.464314578,525.046033491,447.159253475,450.561923732,0.0,571.150378291,468.591997317,431.384502367,627.686368186,570.326275932,397.185446939
Y24H6200327P01T02,441.464314578,525.046033491,447.159253475,450.561923732,0.0,571.150378291,468.591997317,431.384502367,627.686368186,570.326275932,397.185446939
Y24H6200327P01T03,441.464314578,525.046033491,447.159253475,450.561923732,0.0,571.150378291,468.591997317,431.384502367,627.686368186,570.326275932,397.185446939
Y24H6200327P01T04,441.464314578,525.046033491,447.159253475,450.561923732,0.0,571.150378291,468.591997317,431.384502367,627.686368186,570.326275932,397.185446939
Y24H6200327P02T01,505.409888563,622.32530968,506.103234863,480.398568392,0.0,711.274461428,569.74920252,426.502803048,637.072961217,740.302717303,502.478905026
Y24H6200327P02T02,505.409888563,622.32530968,506.103234863,480.398568392,0.0,711.274461428,569.74920252,426.502803048,637.072961217,740.302717303,502.478905026
Y24H6200327P03T01,414.901815929,440.026508183,411.66235567,425.617009202,0.0,528.695673667,443.634208334,387.855874449,606.69803061,566.730045116,371.40158978
Y24H6200327P03T02,414.901815929,440.026508183,411.66235567,425.617009202,0.0,528.695673667,443.634208334,387.855874449,606.69803061,566.730045116,371.40158978
Y24H6200328P01T01,453.690551634,416.549664464,456.47870448,506.990637365,0.0,545.54172185,514.498132778,522.899362497,636.199978413,523.833255142,396.42658695
Y24H6200328P01T02,453.690551634,416.549664464,456.47870448,506.990637365,0.0,545.54172185,514.498132778,522.899362497,636.199978413,523.833255142,396.42658695
Y24H6200328P02T01,433.210982629,452.56242902,433.067322407,441.213929422,0.0,479.701889099,465.124023209,472.067116557,704.590682127,530.483846262,386.980902946
Y24H6200328P02T02,433.210982629,452.56242902,433.067322407,441.213929422,0.0,479.701889099,465.124023209,472.067116557,704.590682127,530.483846262,386.980902946
Y24H6200330P02T01,355.288322104,396.296389531,346.351859954,340.151024163,0.0,474.464432203,440.793293665,360.643387519,440.998328596,410.415833054,355.715372069
Y24H6200330P02T02,355.288322104,396.296389531,346.351859954,340.151024163,0.0,474.464432203,440.793293665,360.643387519,440.998328596,410.415833054,355.715372069
Y24H6200331P01T01,350.353415409,436.268853526,347.082485453,463.546759369,0.0,338.040938827,379.345156257,308.076223464,504.483547298,371.699214599,331.88738845
Y24H6200331P01T02,350.353415409,436.268853526,347.082485453,463.546759369,0.0,338.040938827,379.345156257,308.076223464,504.483547298,371.699214599,331.88738845
Y24H6200331P02T01,357.546346215,454.383127364,354.45689343,459.02976559,0.0,378.298712809,408.64525456,308.212592243,477.203723679,366.542723424,332.03118916
Y24H6200331P02T02,357.546346215,454.383127364,354.45689343,459.02976559,0.0,378.298712809,408.64525456,308.212592243,477.203723679,366.542723424,332.03118916
Y24H6200331P02T03,357.546346215,454.383127364,354.45689343,459.02976559,0.0,378.298712809,408.64525456,308.212592243,477.203723679,366.542723424,332.03118916
Y24H6200331P02T04,357.546346215,454.383127364,354.45689343,459.02976559,0.0,378.298712809,408.64525456,308.212592243,477.203723679,366.542723424,332.03118916
Y24H6200331P02T05,357.546346215,454.383127364,354.45689343,459.02976559,0.0,378.298712809,408.64525456,308.212592243,477.203723679,366.542723424,332.03118916
Y24H6200331P02T06,357.546346215,454.383127364,354.45689343,459.02976559,0.0,378.298712809,408.64525456,308.212592243,477.203723679,366.542723424,332.03118916
Y24H6200331P02T07,357.546346215,454.383127364,354.45689343,459.02976559,0.0,378.298712809,408.64525456,308.212592243,477.203723679,366.542723424,332.03118916
Y24H6200331P03T01,406.568706894,493.628944838,402.34535575,542.055505415,0.0,500.346375694,427.701413218,302.680617646,640.233450438,436.030057998,373.091198533
Y24H6200331P03T02,406.568706894,493.628944838,402.34535575,542.055505415,0.0,500.346375694,427.701413218,302.680617646,640.233450438,436.030057998,373.091198533
Y24H6200331P03T03,406.568706894,493.628944838,402.34535575,542.055505415,0.0,500.346375694,427.701413218,302.680617646,640.233450438,436.030057998,373.091198533
Y24H6200331P03T04,406.568706894,493.628944838,402.34535575,542.055505415,0.0,500.346375694,427.701413218,302.680617646,640.233450438,436.030057998,373.091198533
Y24H6200331P03T05,406.568706894,493.628944838,402.34535575,542.055505415,0.0,500.346375694,427.701413218,302.680617646,640.233450438,436.030057998,373.091198533
Y24H6200331P03T06,406.568706894,493.628944838,402.34535575,542.055505415,0.0,500.346375694,427.701413218,302.680617646,640.233450438,436.030057998,373.091198533
Y24H6200331P03T07,406.568706894,493.628944838,402.34535575,542.055505415,0.0,500.346375694,427.701413218,302.680617646,640.233450438,436.030057998,373.091198533
Y24H6200331P03T08,406.568706894,493.628944838,402.34535575,542.055505415,0.0,500.346375694,427.701413218,302.680617646,640.233450438,436.030057998,373.091198533
Y24H6200331P04T01,310.704753109,344.629673031,301.856987956,356.168747945,0.0,342.158211605,364.351657466,275.540272635,434.935633043,338.291483085,273.877123906
Y24H6200331P04T02,310.704753109,344.629673031,301.856987956,356.168747945,0.0,342.158211605,364.351657466,275.540272635,434.935633043,338.291483085,273.877123906
Y24H6200333P01T01,410.946941643,496.504493317,413.771621874,454.65449765,0.0,475.525919437,480.585005059,397.24195141,555.798381915,413.302520596,359.940948898
Y24H6200333P01T02,410.946941643,496.504493317,413.771621874,454.65449765,0.0,475.525919437,480.585005059,397.24195141,555.798381915,413.302520596,359.940948898
Y24H6200333P01T03,410.946941643,496.504493317,413.771621874,454.65449765,0.0,475.525919437,480.585005059,397.24195141,555.798381915,413.302520596,359.940948898
Y24H6200333P01T04,410.946941643,496.504493317,413.771621874,454.65449765,0.0,475.525919437,480.585005059,397.24195141,555.798381915,413.302520596,359.940948898
Y24H6200333P01T05,410.946941643,496.504493317,413.771621874,454.65449765,0.0,475.525919437,480.585005059,397.24195141,555.798381915,413.302520596,359.940948898
Y24H6200333P01T06,410.946941643,496.504493317,413.771621874,454.65449765,0.0,475.525919437,480.585005059,397.24195141,555.798381915,413.302520596,359.940948898
Y24H6200333P02T01,400.354742829,472.532433252,403.319314949,458.15829299,0.0,424.430809248,440.874489998,393.802248016,585.851158784,417.52164719,357.503630632
Y24H6200333P02T02,400.354742829,472.532433252,403.319314949,458.15829299,0.0,424.430809248,440.874489998,393.802248016,585.851158784,417.52164719,357.503630632
Y24H6200333P02T03,400.354742829,472.532433252,403.319314949,458.15829299,0.0,424.430809248,440.874489998,393.802248016,585.851158784,417.52164719,357.503630632
Y24H6200333P02T04,400.354742829,472.532433252,403.319314949,458.15829299,0.0,424.430809248,440.874489998,393.802248016,585.851158784,417.52164719,357.503630632
Y24H6200333P03T01,405.971697673,474.858288122,412.449565758,544.995382795,0.0,459.289000725,398.610618336,317.283062118,681.036507041,445.558965983,378.007318131
Y24H6200333P03T02,405.971697673,474.858288122,412.449565758,544.995382795,0.0,459.289000725,398.610618336,317.283062118,681.036507041,445.558965983,378.007318131
Y24H6200333P03T03,405.971697673,474.858288122,412.449565758,544.995382795,0.0,459.289000725,398.610618336,317.283062118,681.036507041,445.558965983,378.007318131
Y24H6200333P04T01,277.792517073,303.070960719,281.970559921,314.497196925,0.0,302.522910646,315.796941236,251.814899763,381.327117097,300.346034555,246.265455516
Y24H6200333P04T02,277.792517073,303.070960719,281.970559921,314.497196925,0.0,302.522910646,315.796941236,251.814899763,381.327117097,300.346034555,246.265455516
Y24H6200336P01T01,708.897220227,720.963374579,700.681052231,691.668364553,0.0,797.732920298,774.079032341,698.895831527,1500.341738521,753.557447987,633.701679821
Y24H6200336P01T02,708.897220227,720.963374579,700.681052231,691.668364553,0.0,797.732920298,774.079032341,698.895831527,1500.341738521,753.557447987,633.701679821
Y24H6200336P01T03,708.897220227,720.963374579,700.681052231,691.668364553,0.0,797.732920298,774.079032341,698.895831527,1500.341738521,753.557447987,633.701679821
Y24H6200336P01T04,708.897220227,720.963374579,700.681052231,691.668364553,0.0,797.732920298,774.079032341,698.895831527,1500.341738521,753.557447987,633.701679821
Y24H6200336P02T01,405.29195817,394.620570271,401.038653127,413.796157291,0.0,533.465567943,484.868531432,440.866384179,653.512996442,402.763028943,356.653506928
Y24H6200336P02T02,405.29195817,394.620570271,401.038653127,413.796157291,0.0,533.465567943,484.868531432,440.866384179,653.512996442,402.763028943,356.653506928
Y24H6200336P02T03,405.29195817,394.620570271,401.038653127,413.796157291,0.0,533.465567943,484.868531432,440.866384179,653.512996442,402.763028943,356.653506928
Y24H6200336P02T04,405.29195817,394.620570271,401.038653127,413.796157291,0.0,533.465567943,484.868531432,440.866384179,653.512996442,402.763028943,356.653506928
Y24H6200336P03T01,286.26702536,254.670142316,278.805206574,307.202896543,0.0,310.599896086,334.338905983,292.366504721,503.278508205,338.439172207,244.01425926
Y24H6200336P03T02,286.26702536,254.670142316,278.805206574,307.202896543,0.0,310.599896086,334.338905983,292.366504721,503.278508205,338.439172207,244.01425926
Y24H6200336P04T01,564.158505221,551.678052614,552.717272262,632.138107008,0.0,590.550538063,689.037878712,639.083273257,773.545757654,722.382589379,525.863268424
Y24H6200336P04T02,564.158505221,551.678052614,552.717272262,632.138107008,0.0,590.550538063,689.037878712,639.083273257,773.545757654,722.382589379,525.863268424
Y24H6200336P05T01,495.756030105,532.058656564,483.781664122,513.737964324,0.0,537.163180569,583.79585419,535.424201988,965.83682733,475.413211247,436.887353277
Y24H6200336P05T02,495.756030105,532.058656564,483.781664122,513.737964324,0.0,537.163180569,583.79585419,535.424201988,965.83682733,475.413211247,436.887353277
Y24H6200339P01T01,549.597118305,596.877476781,557.286403542,852.666042547,0.0,595.545455656,601.667761134,474.008933228,809.053526669,774.816033653,452.828962223
Y24H6200339P01T02,549.597118305,596.877476781,557.286403542,852.666042547,0.0,595.545455656,601.667761134,474.008933228,809.053526669,774.816033653,452.828962223
