tripid,trippoststratweight,trippoststratweight_GROUP_1,trippoststratweight_GROUP_2,trippoststratweight_GROUP_3,trippoststratweight_GROUP_4,trippoststratweight_GROUP_5,trippoststratweight_GROUP_6,trippoststratweight_GROUP_7,trippoststratweight_GROUP_8,trippoststratweight_GROUP_9,trippoststratweight_GROUP_10
Y24H5790214P04T01,773.189797913,759.279232861,1148.03784438,725.623719666,1331.846600455,775.386913861,784.060315419,786.548512388,884.530093238,0.0,794.296492078
Y24H5790214P04T02,773.189797913,759.279232861,1148.03784438,725.623719666,1331.846600455,775.386913861,784.060315419,786.548512388,884.530093238,0.0,794.296492078
Y24H5790214P04T03,773.189797913,759.279232861,1148.03784438,725.623719666,1331.846600455,775.386913861,784.060315419,786.548512388,884.530093238,0.0,794.296492078
Y24H5790214P04T04,773.189797913,759.279232861,1148.03784438,725.623719666,1331.846600455,775.386913861,784.060315419,786.548512388,884.530093238,0.0,794.296492078
Y24H5790214P05T01,768.927961578,754.697016267,1141.743959594,721.500598723,1324.348412443,771.165983647,779.570979086,782.318908268,879.940410991,0.0,790.364365326
Y24H5790214P05T02,768.927961578,754.697016267,1141.743959594,721.500598723,1324.348412443,771.165983647,779.570979086,782.318908268,879.940410991,0.0,790.364365326
Y24H5790214P05T03,768.927961578,754.697016267,1141.743959594,721.500598723,1324.348412443,771.165983647,779.570979086,782.318908268,879.940410991,0.0,790.364365326
Y24H5790214P05T04,768.927961578,754.697016267,1141.743959594,721.500598723,1324.348412443,771.165983647,779.570979086,782.318908268,879.940410991,0.0,790.364365326
Y24H5790215P01T01,319.939559975,309.049008277,357.91185575,334.830018387,423.946351507,331.953308097,334.963235681,327.478161496,432.281108923,0.0,395.143638985
Y24H5790215P01T02,319.939559975,309.049008277,357.91185575,334.830018387,423.946351507,331.953308097,334.963235681,327.478161496,432.281108923,0.0,395.143638985
Y24H5790215P01T03,319.939559975,309.049008277,357.91185575,334.830018387,423.946351507,331.953308097,334.963235681,327.478161496,432.281108923,0.0,395.143638985
Y24H5790215P01T04,319.939559975,309.049008277,357.91185575,334.830018387,423.946351507,331.953308097,334.963235681,327.478161496,432.281108923,0.0,395.143638985
Y24H5790215P02T01,333.873309575,328.141080567,380.376601397,339.387010355,458.533647697,344.656017717,343.153205368,343.882080573,419.017138191,0.0,415.132919283
Y24H5790215P02T02,333.873309575,328.141080567,380.376601397,339.387010355,458.533647697,344.656017717,343.153205368,343.882080573,419.017138191,0.0,415.132919283
Y24H5790215P02T03,333.873309575,328.141080567,380.376601397,339.387010355,458.533647697,344.656017717,343.153205368,343.882080573,419.017138191,0.0,415.132919283
Y24H5790215P02T04,333.873309575,328.141080567,380.376601397,339.387010355,458.533647697,344.656017717,343.153205368,343.882080573,419.017138191,0.0,415.132919283
Y24H5790215P02T05,333.873309575,328.141080567,380.376601397,339.387010355,458.533647697,344.656017717,343.153205368,343.882080573,419.017138191,0.0,415.132919283
Y24H5790215P02T06,333.873309575,328.141080567,380.376601397,339.387010355,458.533647697,344.656017717,343.153205368,343.882080573,419.017138191,0.0,415.132919283
Y24H5790215P02T07,333.873309575,328.141080567,380.376601397,339.387010355,458.533647697,344.656017717,343.153205368,343.882080573,419.017138191,0.0,415.132919283
Y24H5790215P02T08,333.873309575,328.141080567,380.376601397,339.387010355,458.533647697,344.656017717,343.153205368,343.882080573,419.017138191,0.0,415.132919283
Y24H5790215P02T09,333.873309575,328.141080567,380.376601397,339.387010355,458.533647697,344.656017717,343.153205368,343.882080573,419.017138191,0.0,415.132919283
Y24H5790215P02T10,333.873309575,328.141080567,380.376601397,339.387010355,458.533647697,344.656017717,343.153205368,343.882080573,419.017138191,0.0,415.132919283
Y24H5790215P02T11,333.873309575,328.141080567,380.376601397,339.387010355,458.533647697,344.656017717,343.153205368,343.882080573,419.017138191,0.0,415.132919283
Y24H5790215P03T01,515.094399518,517.558447519,593.792970891,538.384674115,772.895437151,524.745157288,501.131037547,527.118621169,611.270148203,0.0,606.497266246
Y24H5790215P03T02,515.094399518,517.558447519,593.792970891,538.384674115,772.895437151,524.745157288,501.131037547,527.118621169,611.270148203,0.0,606.497266246
Y24H5790215P03T03,515.094399518,517.558447519,593.792970891,538.384674115,772.895437151,524.745157288,501.131037547,527.118621169,611.270148203,0.0,606.497266246
Y24H5790215P03T04,515.094399518,517.558447519,593.792970891,538.384674115,772.895437151,524.745157288,501.131037547,527.118621169,611.270148203,0.0,606.497266246
Y24H5790215P03T05,515.094399518,517.558447519,593.792970891,538.384674115,772.895437151,524.745157288,501.131037547,527.118621169,611.270148203,0.0,606.497266246
Y24H5790215P04T01,2216.086617172,2287.855540484,2338.888242745,3999.809509306,3106.041800571,2092.994632217,2543.417680087,2228.921651227,2182.48916361,0.0,2204.384191276
Y24H5790215P04T02,2216.086617172,2287.855540484,2338.888242745,3999.809509306,3106.041800571,2092.994632217,2543.417680087,2228.921651227,2182.48916361,0.0,2204.384191276
Y24H5790215P04T03,2216.086617172,2287.855540484,2338.888242745,3999.809509306,3106.041800571,2092.994632217,2543.417680087,2228.921651227,2182.48916361,0.0,2204.384191276
Y24H5790217P01T01,418.492351519,417.998827679,499.496506318,440.608852693,551.510158582,462.658185074,505.468529943,412.659138035,538.560146854,0.0,433.66562165
Y24H5790217P01T02,418.492351519,417.998827679,499.496506318,440.608852693,551.510158582,462.658185074,505.468529943,412.659138035,538.560146854,0.0,433.66562165
Y24H5790217P01T03,418.492351519,417.998827679,499.496506318,440.608852693,551.510158582,462.658185074,505.468529943,412.659138035,538.560146854,0.0,433.66562165
Y24H5790217P01T04,418.492351519,417.998827679,499.496506318,440.608852693,551.510158582,462.658185074,505.468529943,412.659138035,538.560146854,0.0,433.66562165
Y24H5790217P03T01,720.819985108,726.516510976,857.169504732,772.035856999,1029.996742568,805.214084616,826.079699672,707.120673058,894.978946754,0.0,703.263441472
Y24H5790217P03T02,720.819985108,726.516510976,857.169504732,772.035856999,1029.996742568,805.214084616,826.079699672,707.120673058,894.978946754,0.0,703.263441472
Y24H5790217P04T01,622.459814327,630.526520378,748.973318924,673.578134711,905.314767047,683.810214613,697.691805415,606.414841562,766.509055851,0.0,610.472162324
Y24H5790217P04T02,622.459814327,630.526520378,748.973318924,673.578134711,905.314767047,683.810214613,697.691805415,606.414841562,766.509055851,0.0,610.472162324
Y24H5790218P01T01,229.202217068,218.73142876,283.763856509,223.947527251,313.390335147,231.756227549,237.369812258,234.482427316,294.289979633,0.0,254.156902582
Y24H5790218P01T02,229.202217068,218.73142876,283.763856509,223.947527251,313.390335147,231.756227549,237.369812258,234.482427316,294.289979633,0.0,254.156902582
Y24H5790218P01T03,229.202217068,218.73142876,283.763856509,223.947527251,313.390335147,231.756227549,237.369812258,234.482427316,294.289979633,0.0,254.156902582
Y24H5790218P01T04,229.202217068,218.73142876,283.763856509,223.947527251,313.390335147,231.756227549,237.369812258,234.482427316,294.289979633,0.0,254.156902582
Y24H5790218P01T05,229.202217068,218.73142876,283.763856509,223.947527251,313.390335147,231.756227549,237.369812258,234.482427316,294.289979633,0.0,254.156902582
Y24H5790218P01T06,229.202217068,218.73142876,283.763856509,223.947527251,313.390335147,231.756227549,237.369812258,234.482427316,294.289979633,0.0,254.156902582
Y24H5790218P01T07,229.202217068,218.73142876,283.763856509,223.947527251,313.390335147,231.756227549,237.369812258,234.482427316,294.289979633,0.0,254.156902582
Y24H5790218P01T08,229.202217068,218.73142876,283.763856509,223.947527251,313.390335147,231.756227549,237.369812258,234.482427316,294.289979633,0.0,254.156902582
Y24H5790218P04T01,317.303940317,303.26332434,386.160506388,293.104236283,587.690425177,300.583641256,387.082342637,324.127670417,408.785029592,0.0,318.823507605
Y24H5790218P04T02,317.303940317,303.26332434,386.160506388,293.104236283,587.690425177,300.583641256,387.082342637,324.127670417,408.785029592,0.0,318.823507605
Y24H5790218P04T03,317.303940317,303.26332434,386.160506388,293.104236283,587.690425177,300.583641256,387.082342637,324.127670417,408.785029592,0.0,318.823507605
Y24H5790218P04T04,317.303940317,303.26332434,386.160506388,293.104236283,587.690425177,300.583641256,387.082342637,324.127670417,408.785029592,0.0,318.823507605
Y24H5790220P01T01,368.033088156,414.137453477,424.900399868,384.693952322,455.134077788,368.378345687,364.300512323,364.390010855,446.820014134,0.0,444.871359075
Y24H5790220P01T02,368.033088156,414.137453477,424.900399868,384.693952322,455.134077788,368.378345687,364.300512323,364.390010855,446.820014134,0.0,444.871359075
Y24H5790220P01T03,368.033088156,414.137453477,424.900399868,384.693952322,455.134077788,368.378345687,364.300512323,364.390010855,446.820014134,0.0,444.871359075
Y24H5790222P01T01,226.563905138,277.249389599,303.487175822,213.028641353,250.536364479,227.265921803,247.106324834,232.271247483,0.0,251.392915063,267.523455891
Y24H5790222P01T02,226.563905138,277.249389599,303.487175822,213.028641353,250.536364479,227.265921803,247.106324834,232.271247483,0.0,251.392915063,267.523455891
Y24H5790222P01T03,226.563905138,277.249389599,303.487175822,213.028641353,250.536364479,227.265921803,247.106324834,232.271247483,0.0,251.392915063,267.523455891
Y24H5790222P01T04,226.563905138,277.249389599,303.487175822,213.028641353,250.536364479,227.265921803,247.106324834,232.271247483,0.0,251.392915063,267.523455891
Y24H5790222P01T05,226.563905138,277.249389599,303.487175822,213.028641353,250.536364479,227.265921803,247.106324834,232.271247483,0.0,251.392915063,267.523455891
Y24H5790222P01T06,226.563905138,277.249389599,303.487175822,213.028641353,250.536364479,227.265921803,247.106324834,232.271247483,0.0,251.392915063,267.523455891
Y24H5790222P01T07,226.563905138,277.249389599,303.487175822,213.028641353,250.536364479,227.265921803,247.106324834,232.271247483,0.0,251.392915063,267.523455891
Y24H5790222P01T08,226.563905138,277.249389599,303.487175822,213.028641353,250.536364479,227.265921803,247.106324834,232.271247483,0.0,251.392915063,267.523455891
Y24H5790223P02T01,530.53611255,549.147645099,720.611701029,476.916562807,633.633290898,592.616922556,507.154894193,540.262406719,0.0,618.712034535,595.457545907
Y24H5790223P02T02,530.53611255,549.147645099,720.611701029,476.916562807,633.633290898,592.616922556,507.154894193,540.262406719,0.0,618.712034535,595.457545907
Y24H5790223P02T03,530.53611255,549.147645099,720.611701029,476.916562807,633.633290898,592.616922556,507.154894193,540.262406719,0.0,618.712034535,595.457545907
Y24H5790223P02T04,530.53611255,549.147645099,720.611701029,476.916562807,633.633290898,592.616922556,507.154894193,540.262406719,0.0,618.712034535,595.457545907
Y24H5790223P02T05,530.53611255,549.147645099,720.611701029,476.916562807,633.633290898,592.616922556,507.154894193,540.262406719,0.0,618.712034535,595.457545907
Y24H5790223P03T01,529.231962358,567.706439306,620.906078287,438.750876338,714.799987293,663.238827598,491.207766591,524.347273765,0.0,579.413964207,601.052869258
Y24H5790223P03T02,529.231962358,567.706439306,620.906078287,438.750876338,714.799987293,663.238827598,491.207766591,524.347273765,0.0,579.413964207,601.052869258
Y24H5790223P06T01,735.573144213,767.60617866,892.301455979,741.563141439,937.147105786,796.135991374,714.553429912,745.345605972,0.0,838.658902022,835.439110642
Y24H5790223P06T02,735.573144213,767.60617866,892.301455979,741.563141439,937.147105786,796.135991374,714.553429912,745.345605972,0.0,838.658902022,835.439110642
Y24H5790223P06T03,735.573144213,767.60617866,892.301455979,741.563141439,937.147105786,796.135991374,714.553429912,745.345605972,0.0,838.658902022,835.439110642
Y24H5790224P01T01,375.30951099,386.696972989,486.027492168,381.344373016,440.845195593,399.548982467,394.48085671,362.453461744,0.0,421.994360926,459.57443902
Y24H5790224P01T02,375.30951099,386.696972989,486.027492168,381.344373016,440.845195593,399.548982467,394.48085671,362.453461744,0.0,421.994360926,459.57443902
Y24H5790224P01T03,375.30951099,386.696972989,486.027492168,381.344373016,440.845195593,399.548982467,394.48085671,362.453461744,0.0,421.994360926,459.57443902
Y24H5790224P01T04,375.30951099,386.696972989,486.027492168,381.344373016,440.845195593,399.548982467,394.48085671,362.453461744,0.0,421.994360926,459.57443902
Y24H5790224P01T05,375.30951099,386.696972989,486.027492168,381.344373016,440.845195593,399.548982467,394.48085671,362.453461744,0.0,421.994360926,459.57443902
Y24H5790224P01T06,375.30951099,386.696972989,486.027492168,381.344373016,440.845195593,399.548982467,394.48085671,362.453461744,0.0,421.994360926,459.57443902
Y24H5790224P01T07,375.30951099,386.696972989,486.027492168,381.344373016,440.845195593,399.548982467,394.48085671,362.453461744,0.0,421.994360926,459.57443902
Y24H5790224P01T08,375.30951099,386.696972989,486.027492168,381.344373016,440.845195593,399.548982467,394.48085671,362.453461744,0.0,421.994360926,459.57443902
Y24H5790224P01T09,375.30951099,386.696972989,486.027492168,381.344373016,440.845195593,399.548982467,394.48085671,362.453461744,0.0,421.994360926,459.57443902
Y24H5790224P01T10,375.30951099,386.696972989,486.027492168,381.344373016,440.845195593,399.548982467,394.48085671,362.453461744,0.0,421.994360926,459.57443902
Y24H5790224P01T11,375.30951099,386.696972989,486.027492168,381.344373016,440.845195593,399.548982467,394.48085671,362.453461744,0.0,421.994360926,459.57443902
Y24H5790224P02T01,452.477509919,459.880250205,624.511655989,466.04982764,578.006021901,448.639436452,485.852108045,444.568058512,0.0,517.897956341,567.709317632
Y24H5790224P02T02,452.477509919,459.880250205,624.511655989,466.04982764,578.006021901,448.639436452,485.852108045,444.568058512,0.0,517.897956341,567.709317632
Y24H5790224P03T01,576.01530433,620.333461781,839.597627188,560.791508762,864.969127096,541.889237381,572.231263815,565.381361163,0.0,650.974278916,705.785344909
Y24H5790224P03T02,576.01530433,620.333461781,839.597627188,560.791508762,864.969127096,541.889237381,572.231263815,565.381361163,0.0,650.974278916,705.785344909
Y24H5790224P03T03,576.01530433,620.333461781,839.597627188,560.791508762,864.969127096,541.889237381,572.231263815,565.381361163,0.0,650.974278916,705.785344909
Y24H5790227P01T01,349.477586368,394.157895647,406.701936634,373.997990024,406.685488839,421.392209976,331.37498686,350.085715817,0.0,371.901964026,400.079566688
Y24H5790227P01T02,349.477586368,394.157895647,406.701936634,373.997990024,406.685488839,421.392209976,331.37498686,350.085715817,0.0,371.901964026,400.079566688
Y24H5790227P01T03,349.477586368,394.157895647,406.701936634,373.997990024,406.685488839,421.392209976,331.37498686,350.085715817,0.0,371.901964026,400.079566688
Y24H5790227P02T01,260.817318855,262.430402965,296.542204809,260.13024154,319.552314809,299.942168619,262.526332592,258.590931891,0.0,296.76434632,316.104935862
Y24H5790227P02T02,260.817318855,262.430402965,296.542204809,260.13024154,319.552314809,299.942168619,262.526332592,258.590931891,0.0,296.76434632,316.104935862
Y24H5790227P02T03,260.817318855,262.430402965,296.542204809,260.13024154,319.552314809,299.942168619,262.526332592,258.590931891,0.0,296.76434632,316.104935862
Y24H5790227P02T04,260.817318855,262.430402965,296.542204809,260.13024154,319.552314809,299.942168619,262.526332592,258.590931891,0.0,296.76434632,316.104935862
Y24H5790227P02T05,260.817318855,262.430402965,296.542204809,260.13024154,319.552314809,299.942168619,262.526332592,258.590931891,0.0,296.76434632,316.104935862
Y24H5790227P02T06,260.817318855,262.430402965,296.542204809,260.13024154,319.552314809,299.942168619,262.526332592,258.590931891,0.0,296.76434632,316.104935862
Y24H5790230P01T01,625.913997483,667.999467441,692.736434021,627.974145012,923.739064994,642.484334061,646.544923069,642.542515539,0.0,642.316387272,651.127926287
Y24H5790230P01T02,625.913997483,667.999467441,692.736434021,627.974145012,923.739064994,642.484334061,646.544923069,642.542515539,0.0,642.316387272,651.127926287
Y24H5790230P01T03,625.913997483,667.999467441,692.736434021,627.974145012,923.739064994,642.484334061,646.544923069,642.542515539,0.0,642.316387272,651.127926287
Y24H5790230P02T01,615.731844629,628.07096893,767.572671057,649.32478853,833.575808177,615.765529613,638.900707465,626.902761626,0.0,665.625207941,655.720218325
Y24H5790230P02T02,615.731844629,628.07096893,767.572671057,649.32478853,833.575808177,615.765529613,638.900707465,626.902761626,0.0,665.625207941,655.720218325
Y24H5790230P02T03,615.731844629,628.07096893,767.572671057,649.32478853,833.575808177,615.765529613,638.900707465,626.902761626,0.0,665.625207941,655.720218325
Y24H5790230P02T04,615.731844629,628.07096893,767.572671057,649.32478853,833.575808177,615.765529613,638.900707465,626.902761626,0.0,665.625207941,655.720218325
Y24H5790230P02T05,615.731844629,628.07096893,767.572671057,649.32478853,833.575808177,615.765529613,638.900707465,626.902761626,0.0,665.625207941,655.720218325
Y24H5790230P03T01,461.771942252,495.197316594,526.131768494,383.785765694,645.575039158,464.231776553,440.612406679,473.278788244,0.0,506.41986548,597.815780411
Y24H5790230P03T02,461.771942252,495.197316594,526.131768494,383.785765694,645.575039158,464.231776553,440.612406679,473.278788244,0.0,506.41986548,597.815780411
Y24H5790230P03T03,461.771942252,495.197316594,526.131768494,383.785765694,645.575039158,464.231776553,440.612406679,473.278788244,0.0,506.41986548,597.815780411
Y24H5790230P04T01,499.929422534,525.02090155,550.573378954,424.593055891,670.928499452,516.975786517,491.219359407,511.704278288,0.0,532.3988469,635.977484011
Y24H5790230P04T02,499.929422534,525.02090155,550.573378954,424.593055891,670.928499452,516.975786517,491.219359407,511.704278288,0.0,532.3988469,635.977484011
Y24H5790232P01T01,245.011025558,306.373822917,336.091760157,232.378732313,270.635842121,234.467272789,262.49616899,253.93857502,0.0,269.527804214,294.775031398
Y24H5790232P01T02,245.011025558,306.373822917,336.091760157,232.378732313,270.635842121,234.467272789,262.49616899,253.93857502,0.0,269.527804214,294.775031398
Y24H5790232P01T03,245.011025558,306.373822917,336.091760157,232.378732313,270.635842121,234.467272789,262.49616899,253.93857502,0.0,269.527804214,294.775031398
Y24H5790232P01T04,245.011025558,306.373822917,336.091760157,232.378732313,270.635842121,234.467272789,262.49616899,253.93857502,0.0,269.527804214,294.775031398
Y24H5790232P01T05,245.011025558,306.373822917,336.091760157,232.378732313,270.635842121,234.467272789,262.49616899,253.93857502,0.0,269.527804214,294.775031398
Y24H5790232P01T06,245.011025558,306.373822917,336.091760157,232.378732313,270.635842121,234.467272789,262.49616899,253.93857502,0.0,269.527804214,294.775031398
Y24H5790237P01T01,552.181125894,591.472088435,563.361490754,562.802673906,836.264256275,548.980776946,488.602176662,561.316209108,0.0,613.081435738,630.913844553
Y24H5790237P01T02,552.181125894,591.472088435,563.361490754,562.802673906,836.264256275,548.980776946,488.602176662,561.316209108,0.0,613.081435738,630.913844553
Y24H5790237P02T01,376.550771779,382.879385703,421.700727488,378.449898771,491.612793854,377.132165893,374.105375173,392.961451201,0.0,416.882457896,477.815128939
Y24H5790237P02T02,376.550771779,382.879385703,421.700727488,378.449898771,491.612793854,377.132165893,374.105375173,392.961451201,0.0,416.882457896,477.815128939
Y24H5790237P02T03,376.550771779,382.879385703,421.700727488,378.449898771,491.612793854,377.132165893,374.105375173,392.961451201,0.0,416.882457896,477.815128939
Y24H5790237P02T04,376.550771779,382.879385703,421.700727488,378.449898771,491.612793854,377.132165893,374.105375173,392.961451201,0.0,416.882457896,477.815128939
Y24H5790237P02T05,376.550771779,382.879385703,421.700727488,378.449898771,491.612793854,377.132165893,374.105375173,392.961451201,0.0,416.882457896,477.815128939
Y24H5790237P02T06,376.550771779,382.879385703,421.700727488,378.449898771,491.612793854,377.132165893,374.105375173,392.961451201,0.0,416.882457896,477.815128939
Y24H5790237P02T07,376.550771779,382.879385703,421.700727488,378.449898771,491.612793854,377.132165893,374.105375173,392.961451201,0.0,416.882457896,477.815128939
Y24H5790237P03T01,1045.783187893,1107.246880115,1075.16741337,1008.211742302,1570.169724748,990.646608658,1303.081381433,1096.903557819,0.0,1296.31455522,1157.712537491
Y24H5790237P03T02,1045.783187893,1107.246880115,1075.16741337,1008.211742302,1570.169724748,990.646608658,1303.081381433,1096.903557819,0.0,1296.31455522,1157.712537491
Y24H5790237P04T01,386.541158459,381.779299702,435.683368033,350.618410141,656.785601287,375.209361372,428.250151241,394.388201662,0.0,405.614720386,437.563382656
Y24H5790237P04T02,386.541158459,381.779299702,435.683368033,350.618410141,656.785601287,375.209361372,428.250151241,394.388201662,0.0,405.614720386,437.563382656
Y24H5790237P04T03,386.541158459,381.779299702,435.683368033,350.618410141,656.785601287,375.209361372,428.250151241,394.388201662,0.0,405.614720386,437.563382656
Y24H5790237P04T04,386.541158459,381.779299702,435.683368033,350.618410141,656.785601287,375.209361372,428.250151241,394.388201662,0.0,405.614720386,437.563382656
Y24H5790238P02T01,414.909343969,445.831446415,459.570396002,468.284756661,652.287453838,485.828770998,417.744222541,389.707160312,0.0,395.799105307,465.626252632
Y24H5790238P02T02,414.909343969,445.831446415,459.570396002,468.284756661,652.287453838,485.828770998,417.744222541,389.707160312,0.0,395.799105307,465.626252632
Y24H5790238P02T03,414.909343969,445.831446415,459.570396002,468.284756661,652.287453838,485.828770998,417.744222541,389.707160312,0.0,395.799105307,465.626252632
Y24H5790238P02T04,414.909343969,445.831446415,459.570396002,468.284756661,652.287453838,485.828770998,417.744222541,389.707160312,0.0,395.799105307,465.626252632
Y24H5790238P02T05,414.909343969,445.831446415,459.570396002,468.284756661,652.287453838,485.828770998,417.744222541,389.707160312,0.0,395.799105307,465.626252632
Y24H5790238P02T06,414.909343969,445.831446415,459.570396002,468.284756661,652.287453838,485.828770998,417.744222541,389.707160312,0.0,395.799105307,465.626252632
Y24H5790239P01T01,466.208997,488.269919032,595.684273366,499.152814104,594.621954121,458.694131821,532.421907989,472.534161561,0.0,506.569994791,567.575228954
Y24H5790239P01T02,466.208997,488.269919032,595.684273366,499.152814104,594.621954121,458.694131821,532.421907989,472.534161561,0.0,506.569994791,567.575228954
Y24H5790239P01T03,466.208997,488.269919032,595.684273366,499.152814104,594.621954121,458.694131821,532.421907989,472.534161561,0.0,506.569994791,567.575228954
Y24H5790239P02T01,419.604008588,427.9132791,523.76819893,459.585843321,524.91152245,420.237466222,477.460041222,416.333983217,0.0,441.57976573,506.799188992
Y24H5790239P02T02,419.604008588,427.9132791,523.76819893,459.585843321,524.91152245,420.237466222,477.460041222,416.333983217,0.0,441.57976573,506.799188992
Y24H5790240P01T01,694.111324558,721.12640492,851.81540024,687.943416919,1107.753712035,798.88667736,824.475564588,686.912532201,0.0,662.52495116,589.999812034
Y24H5790240P01T02,694.111324558,721.12640492,851.81540024,687.943416919,1107.753712035,798.88667736,824.475564588,686.912532201,0.0,662.52495116,589.999812034
Y24H5790240P01T03,694.111324558,721.12640492,851.81540024,687.943416919,1107.753712035,798.88667736,824.475564588,686.912532201,0.0,662.52495116,589.999812034
Y24H5790240P01T04,694.111324558,721.12640492,851.81540024,687.943416919,1107.753712035,798.88667736,824.475564588,686.912532201,0.0,662.52495116,589.999812034
Y24H5790240P01T05,694.111324558,721.12640492,851.81540024,687.943416919,1107.753712035,798.88667736,824.475564588,686.912532201,0.0,662.52495116,589.999812034
Y24H5790240P01T06,694.111324558,721.12640492,851.81540024,687.943416919,1107.753712035,798.88667736,824.475564588,686.912532201,0.0,662.52495116,589.999812034
Y24H5790240P01T07,694.111324558,721.12640492,851.81540024,687.943416919,1107.753712035,798.88667736,824.475564588,686.912532201,0.0,662.52495116,589.999812034
Y24H5790240P01T08,694.111324558,721.12640492,851.81540024,687.943416919,1107.753712035,798.88667736,824.475564588,686.912532201,0.0,662.52495116,589.999812034
Y24H5790240P01T09,694.111324558,721.12640492,851.81540024,687.943416919,1107.753712035,798.88667736,824.475564588,686.912532201,0.0,662.52495116,589.999812034
Y24H5790240P01T10,694.111324558,721.12640492,851.81540024,687.943416919,1107.753712035,798.88667736,824.475564588,686.912532201,0.0,662.52495116,589.999812034
Y24H5790240P01T11,694.111324558,721.12640492,851.81540024,687.943416919,1107.753712035,798.88667736,824.475564588,686.912532201,0.0,662.52495116,589.999812034
Y24H5790240P04T01,688.930707533,787.973115436,825.799427881,536.485531208,983.029872025,857.236330931,663.465803102,711.072256222,0.0,818.116504895,714.216745728
Y24H5790240P04T02,688.930707533,787.973115436,825.799427881,536.485531208,983.029872025,857.236330931,663.465803102,711.072256222,0.0,818.116504895,714.216745728
Y24H5790240P05T01,1201.493781017,1361.586372736,1517.3870943,1457.330912089,1753.582101588,1244.358694031,1254.154536902,1202.90268664,0.0,1327.145466401,1161.359621742
Y24H5790240P05T02,1201.493781017,1361.586372736,1517.3870943,1457.330912089,1753.582101588,1244.358694031,1254.154536902,1202.90268664,0.0,1327.145466401,1161.359621742
Y24H5790240P06T01,540.124759187,562.469282099,674.894091225,462.017820088,767.703893139,601.629372471,623.482566762,542.074187413,0.0,541.614846158,567.00454475
Y24H5790240P06T02,540.124759187,562.469282099,674.894091225,462.017820088,767.703893139,601.629372471,623.482566762,542.074187413,0.0,541.614846158,567.00454475
Y24H5790240P06T03,540.124759187,562.469282099,674.894091225,462.017820088,767.703893139,601.629372471,623.482566762,542.074187413,0.0,541.614846158,567.00454475
Y24H5790240P07T01,407.714508875,401.283407823,520.257524373,372.086543248,741.436438442,427.841671864,530.673241466,407.092022401,0.0,401.878390492,379.857394407
Y24H5790240P07T02,407.714508875,401.283407823,520.257524373,372.086543248,741.436438442,427.841671864,530.673241466,407.092022401,0.0,401.878390492,379.857394407
Y24H5790240P07T03,407.714508875,401.283407823,520.257524373,372.086543248,741.436438442,427.841671864,530.673241466,407.092022401,0.0,401.878390492,379.857394407
Y24H5790240P07T04,407.714508875,401.283407823,520.257524373,372.086543248,741.436438442,427.841671864,530.673241466,407.092022401,0.0,401.878390492,379.857394407
Y24H5790240P07T05,407.714508875,401.283407823,520.257524373,372.086543248,741.436438442,427.841671864,530.673241466,407.092022401,0.0,401.878390492,379.857394407
Y24H5790302P01T01,736.011151438,673.072209607,714.634796628,817.179279614,0.0,647.404603845,768.39652348,1066.12951467,962.279564823,982.185631644,887.321315996
Y24H5790302P01T02,736.011151438,673.072209607,714.634796628,817.179279614,0.0,647.404603845,768.39652348,1066.12951467,962.279564823,982.185631644,887.321315996
Y24H5790302P01T03,736.011151438,673.072209607,714.634796628,817.179279614,0.0,647.404603845,768.39652348,1066.12951467,962.279564823,982.185631644,887.321315996
Y24H5790302P01T04,736.011151438,673.072209607,714.634796628,817.179279614,0.0,647.404603845,768.39652348,1066.12951467,962.279564823,982.185631644,887.321315996
Y24H5790302P01T05,736.011151438,673.072209607,714.634796628,817.179279614,0.0,647.404603845,768.39652348,1066.12951467,962.279564823,982.185631644,887.321315996
Y24H5790302P01T06,736.011151438,673.072209607,714.634796628,817.179279614,0.0,647.404603845,768.39652348,1066.12951467,962.279564823,982.185631644,887.321315996
Y24H5790302P01T07,736.011151438,673.072209607,714.634796628,817.179279614,0.0,647.404603845,768.39652348,1066.12951467,962.279564823,982.185631644,887.321315996
Y24H5790303P01T01,551.303010851,586.423325222,543.105662056,528.238198462,0.0,551.653317683,593.245551184,705.388665849,734.926478587,674.449568118,774.243932593
Y24H5790303P01T02,551.303010851,586.423325222,543.105662056,528.238198462,0.0,551.653317683,593.245551184,705.388665849,734.926478587,674.449568118,774.243932593
Y24H5790307P02T01,555.644516547,487.22774248,557.555702518,545.035132612,0.0,589.864961885,563.663377827,904.000239502,546.612244553,696.468341879,773.499219866
Y24H5790307P02T02,555.644516547,487.22774248,557.555702518,545.035132612,0.0,589.864961885,563.663377827,904.000239502,546.612244553,696.468341879,773.499219866
Y24H5790307P02T03,555.644516547,487.22774248,557.555702518,545.035132612,0.0,589.864961885,563.663377827,904.000239502,546.612244553,696.468341879,773.499219866
Y24H5790307P02T04,555.644516547,487.22774248,557.555702518,545.035132612,0.0,589.864961885,563.663377827,904.000239502,546.612244553,696.468341879,773.499219866
Y24H5790307P02T05,555.644516547,487.22774248,557.555702518,545.035132612,0.0,589.864961885,563.663377827,904.000239502,546.612244553,696.468341879,773.499219866
Y24H5790307P02T06,555.644516547,487.22774248,557.555702518,545.035132612,0.0,589.864961885,563.663377827,904.000239502,546.612244553,696.468341879,773.499219866
